"Year","MEM quintile","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2006","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","13240","64560","0.20500000000000002"
"2006","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","12570","44530","0.28200000000000003"
"2006","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","21020","45470","0.462"
"2007","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","5100","81030","0.063"
"2007","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","9800","70630","0.139"
"2007","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","12980","64320","0.202"
"2007","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","12740","45000","0.28300000000000003"
"2007","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","20970","45650","0.459"
"2008","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","5670","82640","0.069"
"2008","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","10500","72790","0.14400000000000002"
"2008","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","13830","67120","0.20600000000000002"
"2008","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","13400","46480","0.28800000000000003"
"2008","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","21710","46540","0.466"
"2009","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","6140","82020","0.075"
"2009","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","11330","72740","0.156"
"2009","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","14580","66570","0.219"
"2009","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","13590","46350","0.293"
"2009","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","21490","46970","0.457"
"2010","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","6520","81890","0.08"
"2010","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","11340","72190","0.157"
"2010","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","14860","67420","0.22"
"2010","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","13940","47660","0.293"
"2010","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","21630","47450","0.456"
"2011","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","6650","80150","0.083"
"2011","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","11580","70750","0.164"
"2011","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","15270","66320","0.23"
"2011","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","14260","46350","0.308"
"2011","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","22060","46480","0.47500000000000003"
"2012","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","6480","78200","0.083"
"2012","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","11160","70550","0.158"
"2012","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","14460","67670","0.214"
"2012","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","13300","47330","0.281"
"2012","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","21060","46990","0.448"
"2013","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","7100","77300","0.092"
"2013","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","12100","68920","0.176"
"2013","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","15330","66210","0.232"
"2013","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","14040","46600","0.301"
"2013","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","21600","46850","0.461"
"2014","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","7580","76540","0.099"
"2014","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","12590","67700","0.186"
"2014","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","15860","65900","0.241"
"2014","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","14180","46540","0.305"
"2014","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","21180","46970","0.451"
"2015","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","7880","78610","0.1"
"2015","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","12940","68600","0.189"
"2015","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","16350","66960","0.244"
"2015","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","14710","46990","0.313"
"2015","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","21830","47850","0.456"
"2016","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","7860","79180","0.099"
"2016","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","13110","66540","0.197"
"2016","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","16970","66300","0.256"
"2016","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","14890","47040","0.317"
"2016","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","21790","47810","0.456"
"2017","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","7600","77810","0.098"
"2017","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","13100","65600","0.2"
"2017","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","17030","66130","0.258"
"2017","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","15000","47030","0.319"
"2017","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","21910","47750","0.459"
"2018","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","7410","75270","0.098"
"2018","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","12580","63590","0.198"
"2018","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","16620","65310","0.255"
"2018","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","14790","46130","0.321"
"2018","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","21810","47040","0.464"
"2019","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","7320","72110","0.10200000000000001"
"2019","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","12580","61550","0.20400000000000001"
"2019","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","16530","63890","0.259"
"2019","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","14600","45440","0.321"
"2019","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","21490","46680","0.46"
"2020","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","7870","71660","0.11"
"2020","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","12880","60540","0.213"
"2020","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","17620","63910","0.276"
"2020","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","15200","45320","0.335"
"2020","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","22050","46710","0.47200000000000003"
"2021","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","8400","74530","0.113"
"2021","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","14800","62810","0.23600000000000002"
"2021","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","19910","65370","0.305"
"2021","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","17760","47320","0.375"
"2021","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","26270","48740","0.539"
"2022","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","8840","78540","0.113"
"2022","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","14960","64760","0.231"
"2022","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","19420","66480","0.292"
"2022","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","16920","47750","0.354"
"2022","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","24730","49920","0.495"
"2023","Quintile 1","18","All","Male","Main scheme applicant","Main scheme application","8680","84140","0.10300000000000001"
"2023","Quintile 2","18","All","Male","Main scheme applicant","Main scheme application","13900","65890","0.211"
"2023","Quintile 3","18","All","Male","Main scheme applicant","Main scheme application","17690","67460","0.262"
"2023","Quintile 4","18","All","Male","Main scheme applicant","Main scheme application","15810","48790","0.324"
"2023","Quintile 5","18","All","Male","Main scheme applicant","Main scheme application","23320","27940","0.834"
"2006","All","18","All","Female","Not main scheme applicant","Not main scheme application","930","301140","0.003"
"2007","All","18","All","Female","Not main scheme applicant","Not main scheme application","1050","298590","0.004"
"2008","All","18","All","Female","Not main scheme applicant","Not main scheme application","1070","305500","0.004"
"2009","All","18","All","Female","Not main scheme applicant","Not main scheme application","840","305890","0.003"
"2010","All","18","All","Female","Not main scheme applicant","Not main scheme application","390","305520","0.001"
"2011","All","18","All","Female","Not main scheme applicant","Not main scheme application","480","299380","0.002"
"2012","All","18","All","Female","Not main scheme applicant","Not main scheme application","820","299760","0.003"
"2013","All","18","All","Female","Not main scheme applicant","Not main scheme application","1040","295170","0.004"
"2014","All","18","All","Female","Not main scheme applicant","Not main scheme application","970","291640","0.003"
"2015","All","18","All","Female","Not main scheme applicant","Not main scheme application","1080","298340","0.004"
"2016","All","18","All","Female","Not main scheme applicant","Not main scheme application","1070","293270","0.004"
"2017","All","18","All","Female","Not main scheme applicant","Not main scheme application","1380","290350","0.005"
"2018","All","18","All","Female","Not main scheme applicant","Not main scheme application","1670","284190","0.006"
"2019","All","18","All","Female","Not main scheme applicant","Not main scheme application","1900","277690","0.007"
"2020","All","18","All","Female","Not main scheme applicant","Not main scheme application","2520","274970","0.009000000000000001"
"2021","All","18","All","Female","Not main scheme applicant","Not main scheme application","1600","284810","0.006"
"2022","All","18","All","Female","Not main scheme applicant","Not main scheme application","1540","293670","0.005"
"2023","All","18","All","Female","Not main scheme applicant","Not main scheme application","1540","332410","0.005"
"2006","All","18","All","Male","Not main scheme applicant","Not main scheme application","1230","308760","0.004"
"2007","All","18","All","Male","Not main scheme applicant","Not main scheme application","1170","306620","0.004"
"2008","All","18","All","Male","Not main scheme applicant","Not main scheme application","1260","315570","0.004"
"2009","All","18","All","Male","Not main scheme applicant","Not main scheme application","990","314650","0.003"
"2010","All","18","All","Male","Not main scheme applicant","Not main scheme application","480","316600","0.002"
"2011","All","18","All","Male","Not main scheme applicant","Not main scheme application","490","310050","0.002"
"2012","All","18","All","Male","Not main scheme applicant","Not main scheme application","1030","310740","0.003"
"2013","All","18","All","Male","Not main scheme applicant","Not main scheme application","1120","305890","0.004"
"2014","All","18","All","Male","Not main scheme applicant","Not main scheme application","1010","303650","0.003"
"2015","All","18","All","Male","Not main scheme applicant","Not main scheme application","1120","309000","0.004"
"2016","All","18","All","Male","Not main scheme applicant","Not main scheme application","1180","306870","0.004"
"2017","All","18","All","Male","Not main scheme applicant","Not main scheme application","1430","304320","0.005"
"2018","All","18","All","Male","Not main scheme applicant","Not main scheme application","1630","297340","0.005"
"2019","All","18","All","Male","Not main scheme applicant","Not main scheme application","2130","289670","0.007"
"2020","All","18","All","Male","Not main scheme applicant","Not main scheme application","2890","288130","0.01"
"2021","All","18","All","Male","Not main scheme applicant","Not main scheme application","2010","298780","0.007"
"2022","All","18","All","Male","Not main scheme applicant","Not main scheme application","1710","307450","0.006"
"2023","All","18","All","Male","Not main scheme applicant","Not main scheme application","1710","294220","0.006"
"2006","All","18","All","Female","Main scheme applicant","Not main scheme application","7420","301140","0.025"
"2007","All","18","All","Female","Main scheme applicant","Not main scheme application","7680","298590","0.026000000000000002"
"2008","All","18","All","Female","Main scheme applicant","Not main scheme application","8870","305500","0.029"
"2009","All","18","All","Female","Main scheme applicant","Not main scheme application","9600","305890","0.031"
"2010","All","18","All","Female","Main scheme applicant","Not main scheme application","10180","305520","0.033"
"2011","All","18","All","Female","Main scheme applicant","Not main scheme application","12770","299380","0.043000000000000003"
"2012","All","18","All","Female","Main scheme applicant","Not main scheme application","12100","299760","0.04"
"2013","All","18","All","Female","Main scheme applicant","Not main scheme application","11930","295170","0.04"
"2014","All","18","All","Female","Main scheme applicant","Not main scheme application","13190","291640","0.045"
"2015","All","18","All","Female","Main scheme applicant","Not main scheme application","14140","298340","0.047"
"2016","All","18","All","Female","Main scheme applicant","Not main scheme application","14900","293270","0.051000000000000004"
"2017","All","18","All","Female","Main scheme applicant","Not main scheme application","15270","290350","0.053"
"2018","All","18","All","Female","Main scheme applicant","Not main scheme application","15470","284190","0.054"
"2019","All","18","All","Female","Main scheme applicant","Not main scheme application","17160","277690","0.062"
"2020","All","18","All","Female","Main scheme applicant","Not main scheme application","18390","274970","0.067"
"2021","All","18","All","Female","Main scheme applicant","Not main scheme application","13570","284810","0.048"
"2022","All","18","All","Female","Main scheme applicant","Not main scheme application","18130","293670","0.062"
"2023","All","18","All","Female","Main scheme applicant","Not main scheme application","19100","332410","0.057"
"2006","All","18","All","Male","Main scheme applicant","Not main scheme application","5530","308760","0.018000000000000002"
"2007","All","18","All","Male","Main scheme applicant","Not main scheme application","5940","306620","0.019"
"2008","All","18","All","Male","Main scheme applicant","Not main scheme application","6680","315570","0.021"
"2009","All","18","All","Male","Main scheme applicant","Not main scheme application","7670","314650","0.024"
"2010","All","18","All","Male","Main scheme applicant","Not main scheme application","8290","316600","0.026000000000000002"
"2011","All","18","All","Male","Main scheme applicant","Not main scheme application","10080","310050","0.033"
"2012","All","18","All","Male","Main scheme applicant","Not main scheme application","9470","310740","0.03"
"2013","All","18","All","Male","Main scheme applicant","Not main scheme application","8980","305890","0.029"
"2014","All","18","All","Male","Main scheme applicant","Not main scheme application","10280","303650","0.034"
"2015","All","18","All","Male","Main scheme applicant","Not main scheme application","10550","309000","0.034"
"2016","All","18","All","Male","Main scheme applicant","Not main scheme application","11110","306870","0.036000000000000004"
"2017","All","18","All","Male","Main scheme applicant","Not main scheme application","11880","304320","0.039"
"2018","All","18","All","Male","Main scheme applicant","Not main scheme application","11680","297340","0.039"
"2019","All","18","All","Male","Main scheme applicant","Not main scheme application","13490","289670","0.047"
"2020","All","18","All","Male","Main scheme applicant","Not main scheme application","15160","288130","0.053"
"2021","All","18","All","Male","Main scheme applicant","Not main scheme application","10680","298780","0.036000000000000004"
"2022","All","18","All","Male","Main scheme applicant","Not main scheme application","13600","307450","0.044"
"2023","All","18","All","Male","Main scheme applicant","Not main scheme application","15390","294220","0.052000000000000005"
"2006","All","18","All","Female","Not main scheme applicant","Main scheme application","0","301140","0"
"2007","All","18","All","Female","Not main scheme applicant","Main scheme application","0","298590","0"
"2008","All","18","All","Female","Not main scheme applicant","Main scheme application","0","305500","0"
"2009","All","18","All","Female","Not main scheme applicant","Main scheme application","0","305890","0"
"2010","All","18","All","Female","Not main scheme applicant","Main scheme application","0","305520","0"
"2011","All","18","All","Female","Not main scheme applicant","Main scheme application","0","299380","0"
"2012","All","18","All","Female","Not main scheme applicant","Main scheme application","0","299760","0"
"2013","All","18","All","Female","Not main scheme applicant","Main scheme application","0","295170","0"
"2014","All","18","All","Female","Not main scheme applicant","Main scheme application","0","291640","0"
"2015","All","18","All","Female","Not main scheme applicant","Main scheme application","0","298340","0"
"2016","All","18","All","Female","Not main scheme applicant","Main scheme application","0","293270","0"
"2017","All","18","All","Female","Not main scheme applicant","Main scheme application","0","290350","0"
"2018","All","18","All","Female","Not main scheme applicant","Main scheme application","0","284190","0"
"2019","All","18","All","Female","Not main scheme applicant","Main scheme application","0","277690","0"
"2020","All","18","All","Female","Not main scheme applicant","Main scheme application","0","274970","0"
"2021","All","18","All","Female","Not main scheme applicant","Main scheme application","0","284810","0"
"2022","All","18","All","Female","Not main scheme applicant","Main scheme application","0","293670","0"
"2023","All","18","All","Female","Not main scheme applicant","Main scheme application","0","332410","0"
"2006","All","18","All","Male","Not main scheme applicant","Main scheme application","0","308760","0"
"2007","All","18","All","Male","Not main scheme applicant","Main scheme application","0","306620","0"
"2008","All","18","All","Male","Not main scheme applicant","Main scheme application","0","315570","0"
"2009","All","18","All","Male","Not main scheme applicant","Main scheme application","0","314650","0"
"2010","All","18","All","Male","Not main scheme applicant","Main scheme application","0","316600","0"
"2011","All","18","All","Male","Not main scheme applicant","Main scheme application","0","310050","0"
"2012","All","18","All","Male","Not main scheme applicant","Main scheme application","0","310740","0"
"2013","All","18","All","Male","Not main scheme applicant","Main scheme application","0","305890","0"
"2014","All","18","All","Male","Not main scheme applicant","Main scheme application","0","303650","0"
"2015","All","18","All","Male","Not main scheme applicant","Main scheme application","0","309000","0"
"2016","All","18","All","Male","Not main scheme applicant","Main scheme application","0","306870","0"
"2017","All","18","All","Male","Not main scheme applicant","Main scheme application","0","304320","0"
"2018","All","18","All","Male","Not main scheme applicant","Main scheme application","0","297340","0"
"2019","All","18","All","Male","Not main scheme applicant","Main scheme application","0","289670","0"
"2020","All","18","All","Male","Not main scheme applicant","Main scheme application","0","288130","0"
"2021","All","18","All","Male","Not main scheme applicant","Main scheme application","0","298780","0"
"2022","All","18","All","Male","Not main scheme applicant","Main scheme application","0","307450","0"
"2023","All","18","All","Male","Not main scheme applicant","Main scheme application","0","294220","0"
"2006","All","18","All","Female","Main scheme applicant","Main scheme application","75620","301140","0.251"
"2007","All","18","All","Female","Main scheme applicant","Main scheme application","76420","298590","0.256"
"2008","All","18","All","Female","Main scheme applicant","Main scheme application","82810","305500","0.271"
"2009","All","18","All","Female","Main scheme applicant","Main scheme application","84410","305890","0.276"
"2010","All","18","All","Female","Main scheme applicant","Main scheme application","83800","305520","0.274"
"2011","All","18","All","Female","Main scheme applicant","Main scheme application","84850","299380","0.28300000000000003"
"2012","All","18","All","Female","Main scheme applicant","Main scheme application","83000","299760","0.277"
"2013","All","18","All","Female","Main scheme applicant","Main scheme application","86680","295170","0.294"
"2014","All","18","All","Female","Main scheme applicant","Main scheme application","88390","291640","0.303"
"2015","All","18","All","Female","Main scheme applicant","Main scheme application","94180","298340","0.316"
"2016","All","18","All","Female","Main scheme applicant","Main scheme application","94970","293270","0.324"
"2017","All","18","All","Female","Main scheme applicant","Main scheme application","95890","290350","0.33"
"2018","All","18","All","Female","Main scheme applicant","Main scheme application","94540","284190","0.333"
"2019","All","18","All","Female","Main scheme applicant","Main scheme application","94380","277690","0.34"
"2020","All","18","All","Female","Main scheme applicant","Main scheme application","100510","274970","0.366"
"2021","All","18","All","Female","Main scheme applicant","Main scheme application","113350","284810","0.398"
"2022","All","18","All","Female","Main scheme applicant","Main scheme application","109410","293670","0.373"
"2023","All","18","All","Female","Main scheme applicant","Main scheme application","101910","332410","0.307"
"2006","All","18","All","Male","Main scheme applicant","Main scheme application","61640","308760","0.2"
"2007","All","18","All","Male","Main scheme applicant","Main scheme application","61590","306620","0.201"
"2008","All","18","All","Male","Main scheme applicant","Main scheme application","65100","315570","0.20600000000000002"
"2009","All","18","All","Male","Main scheme applicant","Main scheme application","67130","314650","0.213"
"2010","All","18","All","Male","Main scheme applicant","Main scheme application","68300","316600","0.216"
"2011","All","18","All","Male","Main scheme applicant","Main scheme application","69810","310050","0.225"
"2012","All","18","All","Male","Main scheme applicant","Main scheme application","66460","310740","0.214"
"2013","All","18","All","Male","Main scheme applicant","Main scheme application","70170","305890","0.229"
"2014","All","18","All","Male","Main scheme applicant","Main scheme application","71400","303650","0.23500000000000001"
"2015","All","18","All","Male","Main scheme applicant","Main scheme application","73710","309000","0.23900000000000002"
"2016","All","18","All","Male","Main scheme applicant","Main scheme application","74620","306870","0.243"
"2017","All","18","All","Male","Main scheme applicant","Main scheme application","74640","304320","0.245"
"2018","All","18","All","Male","Main scheme applicant","Main scheme application","73200","297340","0.246"
"2019","All","18","All","Male","Main scheme applicant","Main scheme application","72530","289670","0.25"
"2020","All","18","All","Male","Main scheme applicant","Main scheme application","75620","288130","0.262"
"2021","All","18","All","Male","Main scheme applicant","Main scheme application","87150","298780","0.292"
"2022","All","18","All","Male","Main scheme applicant","Main scheme application","84880","307450","0.276"
"2023","All","18","All","Male","Main scheme applicant","Main scheme application","79380","294220","0.27"
"2006","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","70","42390","0.002"
"2006","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","130","51320","0.003"
"2006","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","180","56980","0.003"
"2006","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","290","75810","0.004"
"2006","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","270","74640","0.004"
"2007","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","90","41510","0.002"
"2007","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","150","50280","0.003"
"2007","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","210","56350","0.004"
"2007","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","300","75780","0.004"
"2007","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","310","74670","0.004"
"2008","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","90","40890","0.002"
"2008","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","150","51350","0.003"
"2008","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","210","57490","0.004"
"2008","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","300","77920","0.004"
"2008","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","310","77850","0.004"
"2009","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","80","40330","0.002"
"2009","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","150","52120","0.003"
"2009","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","150","57610","0.003"
"2009","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","270","78070","0.003"
"2009","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","200","77760","0.003"
"2010","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","40","40000","0.001"
"2010","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","60","51220","0.001"
"2010","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","80","57360","0.001"
"2010","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","120","78170","0.002"
"2010","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","100","78770","0.001"
"2011","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","40","39000","0.001"
"2011","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","60","49480","0.001"
"2011","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","110","56120","0.002"
"2011","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","130","77630","0.002"
"2011","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","130","77160","0.002"
"2012","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","70","38370","0.002"
"2012","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","110","48400","0.002"
"2012","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","160","55890","0.003"
"2012","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","230","78630","0.003"
"2012","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","260","78460","0.003"
"2013","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","90","37910","0.002"
"2013","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","160","47180","0.003"
"2013","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","170","54920","0.003"
"2013","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","290","77090","0.004"
"2013","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","340","78070","0.004"
"2014","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","90","38260","0.002"
"2014","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","120","46110","0.003"
"2014","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","190","53530","0.004"
"2014","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","290","76360","0.004"
"2014","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","270","77390","0.003"
"2015","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","110","39660","0.003"
"2015","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","130","46570","0.003"
"2015","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","210","54570","0.004"
"2015","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","320","77870","0.004"
"2015","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","310","79680","0.004"
"2016","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","90","39810","0.002"
"2016","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","150","44630","0.003"
"2016","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","200","52740","0.004"
"2016","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","310","77300","0.004"
"2016","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","330","78790","0.004"
"2017","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","130","38580","0.003"
"2017","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","190","44030","0.004"
"2017","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","220","51410","0.004"
"2017","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","400","76960","0.005"
"2017","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","440","79370","0.006"
"2018","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","180","37730","0.005"
"2018","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","260","42420","0.006"
"2018","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","320","49210","0.007"
"2018","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","470","76430","0.006"
"2018","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","430","78400","0.005"
"2019","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","210","35990","0.006"
"2019","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","270","41220","0.007"
"2019","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","330","48110","0.007"
"2019","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","570","74760","0.008"
"2019","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","510","77610","0.007"
"2020","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","250","34970","0.007"
"2020","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","390","40040","0.01"
"2020","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","450","47330","0.009000000000000001"
"2020","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","760","74620","0.01"
"2020","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","670","78010","0.009000000000000001"
"2021","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","190","37060","0.005"
"2021","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","270","40780","0.007"
"2021","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","340","48670","0.007"
"2021","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","500","76990","0.006"
"2021","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","310","81310","0.004"
"2022","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","200","40190","0.005"
"2022","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","250","41760","0.006"
"2022","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","280","49710","0.006"
"2022","Quintile 4","All","All","Female","Not main scheme applicant","Not main scheme application","430","78620","0.005"
"2022","Quintile 5","All","All","Female","Not main scheme applicant","Not main scheme application","380","83390","0.005"
"2023","Quintile 1","All","All","Female","Not main scheme applicant","Not main scheme application","180","44850","0.004"
"2023","Quintile 2","All","All","Female","Not main scheme applicant","Not main scheme application","230","42390","0.005"
"2023","Quintile 3","All","All","Female","Not main scheme applicant","Not main scheme application","270","51160","0.005"
