"Year","POLAR4 Quintile","Age group","Domicile","Gender","Self-released","Applied after self-releasing","Placed after self-releasing"
"2019","Quintile 1","17 and under","All","All","5","5","5"
"2020","Quintile 1","17 and under","All","All","5","5","5"
"2021","Quintile 1","17 and under","All","All","5","5","5"
"2022","Quintile 1","17 and under","All","All","5","0","0"
"2019","Quintile 2","17 and under","All","All","5","0","0"
"2020","Quintile 2","17 and under","All","All","5","5","5"
"2021","Quintile 2","17 and under","All","All","10","0","0"
"2022","Quintile 2","17 and under","All","All","15","10","10"
"2023","Quintile 2","17 and under","All","All","10","5","5"
"2019","Quintile 3","17 and under","All","All","10","5","5"
"2020","Quintile 3","17 and under","All","All","15","10","10"
"2021","Quintile 3","17 and under","All","All","15","5","5"
"2022","Quintile 3","17 and under","All","All","20","5","5"
"2023","Quintile 3","17 and under","All","All","15","10","10"
"2019","Quintile 4","17 and under","All","All","10","5","5"
"2020","Quintile 4","17 and under","All","All","20","10","10"
"2021","Quintile 4","17 and under","All","All","20","5","5"
"2022","Quintile 4","17 and under","All","All","20","10","10"
"2023","Quintile 4","17 and under","All","All","25","15","15"
"2019","Quintile 5","17 and under","All","All","25","15","15"
"2020","Quintile 5","17 and under","All","All","45","30","30"
"2021","Quintile 5","17 and under","All","All","25","10","10"
"2022","Quintile 5","17 and under","All","All","45","15","15"
"2023","Quintile 5","17 and under","All","All","40","15","15"
"2019","Unknown","18","All","All","20","15","15"
"2020","Unknown","18","All","All","20","10","10"
"2021","Unknown","18","All","All","15","10","10"
"2022","Unknown","18","All","All","10","0","0"
"2023","Unknown","18","All","All","10","5","5"
"2019","Quintile 1","18","All","All","1705","1240","1230"
"2020","Quintile 1","18","All","All","2120","1655","1640"
"2021","Quintile 1","18","All","All","1870","1230","1210"
"2022","Quintile 1","18","All","All","2670","1620","1580"
"2023","Quintile 1","18","All","All","2790","1750","1735"
"2019","Quintile 2","18","All","All","2485","1770","1755"
"2020","Quintile 2","18","All","All","3205","2570","2555"
"2021","Quintile 2","18","All","All","2620","1720","1700"
"2022","Quintile 2","18","All","All","3590","2165","2125"
"2023","Quintile 2","18","All","All","3775","2345","2320"
"2019","Quintile 3","18","All","All","3320","2395","2385"
"2020","Quintile 3","18","All","All","4475","3610","3580"
"2021","Quintile 3","18","All","All","3630","2415","2390"
"2022","Quintile 3","18","All","All","5185","3130","3080"
"2023","Quintile 3","18","All","All","5010","3180","3145"
"2019","Quintile 4","18","All","All","4310","3085","3050"
"2020","Quintile 4","18","All","All","6165","4955","4925"
"2021","Quintile 4","18","All","All","4620","3115","3085"
"2022","Quintile 4","18","All","All","6190","3740","3690"
"2023","Quintile 4","18","All","All","6440","4135","4085"
"2019","Quintile 5","18","All","All","5765","3985","3950"
"2020","Quintile 5","18","All","All","8565","6895","6855"
"2021","Quintile 5","18","All","All","6080","3760","3720"
"2022","Quintile 5","18","All","All","8465","4625","4570"
"2023","Quintile 5","18","All","All","8430","5095","5045"
"2019","Unknown","19","All","All","10","5","5"
"2020","Unknown","19","All","All","5","5","5"
"2021","Unknown","19","All","All","5","5","5"
"2019","Quintile 1","19","All","All","405","330","320"
"2020","Quintile 1","19","All","All","490","390","385"
"2021","Quintile 1","19","All","All","425","285","275"
"2022","Quintile 1","19","All","All","460","295","285"
"2023","Quintile 1","19","All","All","480","320","310"
"2019","Quintile 2","19","All","All","520","410","395"
"2020","Quintile 2","19","All","All","655","515","505"
"2021","Quintile 2","19","All","All","525","380","370"
"2022","Quintile 2","19","All","All","625","405","395"
"2023","Quintile 2","19","All","All","735","490","480"
"2019","Quintile 3","19","All","All","805","655","655"
"2020","Quintile 3","19","All","All","920","780","775"
"2021","Quintile 3","19","All","All","745","545","535"
"2022","Quintile 3","19","All","All","790","530","520"
"2023","Quintile 3","19","All","All","870","625","615"
"2019","Quintile 4","19","All","All","1020","835","830"
"2020","Quintile 4","19","All","All","1150","960","950"
"2021","Quintile 4","19","All","All","925","685","675"
"2022","Quintile 4","19","All","All","890","650","630"
"2023","Quintile 4","19","All","All","1030","715","700"
"2019","Quintile 5","19","All","All","1195","950","945"
"2020","Quintile 5","19","All","All","1550","1295","1280"
"2021","Quintile 5","19","All","All","1060","750","745"
"2022","Quintile 5","19","All","All","1105","735","715"
"2023","Quintile 5","19","All","All","1365","950","935"
"2019","Unknown","20","All","All","5","0","0"
"2020","Unknown","20","All","All","5","5","5"
"2019","Quintile 1","20","All","All","125","100","100"
"2020","Quintile 1","20","All","All","135","90","85"
"2021","Quintile 1","20","All","All","165","125","115"
"2022","Quintile 1","20","All","All","160","100","90"
"2023","Quintile 1","20","All","All","170","100","100"
"2019","Quintile 2","20","All","All","165","130","125"
"2020","Quintile 2","20","All","All","195","155","150"
"2021","Quintile 2","20","All","All","175","110","110"
"2022","Quintile 2","20","All","All","185","110","105"
"2023","Quintile 2","20","All","All","190","120","115"
"2019","Quintile 3","20","All","All","200","155","150"
"2020","Quintile 3","20","All","All","230","180","170"
"2021","Quintile 3","20","All","All","230","165","160"
"2022","Quintile 3","20","All","All","230","125","120"
"2023","Quintile 3","20","All","All","235","160","155"
"2019","Quintile 4","20","All","All","260","205","205"
"2020","Quintile 4","20","All","All","285","220","220"
"2021","Quintile 4","20","All","All","240","165","160"
"2022","Quintile 4","20","All","All","255","155","150"
"2023","Quintile 4","20","All","All","280","205","195"
"2019","Quintile 5","20","All","All","220","155","155"
"2020","Quintile 5","20","All","All","290","210","210"
"2021","Quintile 5","20","All","All","235","155","150"
"2022","Quintile 5","20","All","All","255","160","150"
"2023","Quintile 5","20","All","All","305","230","225"
"2019","Unknown","21 - 24","All","All","5","5","0"
"2019","Quintile 1","21 - 24","All","All","140","95","90"
"2020","Quintile 1","21 - 24","All","All","175","120","115"
"2021","Quintile 1","21 - 24","All","All","190","100","95"
"2022","Quintile 1","21 - 24","All","All","185","85","80"
"2023","Quintile 1","21 - 24","All","All","170","90","80"
"2019","Quintile 2","21 - 24","All","All","145","100","95"
"2020","Quintile 2","21 - 24","All","All","170","120","115"
"2021","Quintile 2","21 - 24","All","All","225","120","115"
"2022","Quintile 2","21 - 24","All","All","205","115","105"
"2023","Quintile 2","21 - 24","All","All","195","110","105"
"2019","Quintile 3","21 - 24","All","All","185","120","110"
"2020","Quintile 3","21 - 24","All","All","215","145","140"
"2021","Quintile 3","21 - 24","All","All","195","120","115"
"2022","Quintile 3","21 - 24","All","All","245","145","135"
"2023","Quintile 3","21 - 24","All","All","225","140","135"
"2019","Quintile 4","21 - 24","All","All","225","160","150"
"2020","Quintile 4","21 - 24","All","All","245","170","160"
"2021","Quintile 4","21 - 24","All","All","245","155","145"
"2022","Quintile 4","21 - 24","All","All","270","155","140"
"2023","Quintile 4","21 - 24","All","All","265","155","150"
"2019","Quintile 5","21 - 24","All","All","200","135","130"
"2020","Quintile 5","21 - 24","All","All","260","165","160"
"2021","Quintile 5","21 - 24","All","All","260","145","140"
"2022","Quintile 5","21 - 24","All","All","280","170","155"
"2023","Quintile 5","21 - 24","All","All","270","160","155"
"2019","Quintile 1","25 - 29","All","All","40","30","25"
"2020","Quintile 1","25 - 29","All","All","65","50","45"
"2021","Quintile 1","25 - 29","All","All","70","35","35"
"2022","Quintile 1","25 - 29","All","All","70","25","20"
"2023","Quintile 1","25 - 29","All","All","60","35","30"
"2019","Quintile 2","25 - 29","All","All","55","35","35"
"2020","Quintile 2","25 - 29","All","All","75","45","40"
"2021","Quintile 2","25 - 29","All","All","80","40","35"
"2022","Quintile 2","25 - 29","All","All","75","35","30"
"2023","Quintile 2","25 - 29","All","All","80","40","35"
"2019","Quintile 3","25 - 29","All","All","40","25","20"
"2020","Quintile 3","25 - 29","All","All","90","55","45"
"2021","Quintile 3","25 - 29","All","All","100","55","50"
"2022","Quintile 3","25 - 29","All","All","70","25","20"
"2023","Quintile 3","25 - 29","All","All","85","35","30"
"2019","Quintile 4","25 - 29","All","All","65","40","40"
"2020","Quintile 4","25 - 29","All","All","115","60","55"
"2021","Quintile 4","25 - 29","All","All","75","35","30"
"2022","Quintile 4","25 - 29","All","All","90","35","35"
"2023","Quintile 4","25 - 29","All","All","85","45","40"
"2019","Quintile 5","25 - 29","All","All","70","40","40"
"2020","Quintile 5","25 - 29","All","All","100","65","60"
"2021","Quintile 5","25 - 29","All","All","90","45","40"
"2022","Quintile 5","25 - 29","All","All","90","35","35"
"2023","Quintile 5","25 - 29","All","All","85","45","45"
"2019","Quintile 1","30 - 34","All","All","40","25","25"
"2020","Quintile 1","30 - 34","All","All","25","20","15"
"2021","Quintile 1","30 - 34","All","All","45","30","25"
"2022","Quintile 1","30 - 34","All","All","45","20","20"
"2023","Quintile 1","30 - 34","All","All","45","30","25"
"2019","Quintile 2","30 - 34","All","All","30","20","20"
"2020","Quintile 2","30 - 34","All","All","50","35","30"
"2021","Quintile 2","30 - 34","All","All","45","20","15"
"2022","Quintile 2","30 - 34","All","All","40","15","15"
"2023","Quintile 2","30 - 34","All","All","30","10","10"
"2019","Quintile 3","30 - 34","All","All","20","15","15"
"2020","Quintile 3","30 - 34","All","All","35","20","15"
"2021","Quintile 3","30 - 34","All","All","45","20","20"
"2022","Quintile 3","30 - 34","All","All","50","20","20"
"2023","Quintile 3","30 - 34","All","All","45","25","20"
"2019","Quintile 4","30 - 34","All","All","35","20","20"
"2020","Quintile 4","30 - 34","All","All","50","30","25"
"2021","Quintile 4","30 - 34","All","All","55","25","20"
"2022","Quintile 4","30 - 34","All","All","45","30","25"
"2023","Quintile 4","30 - 34","All","All","35","20","15"
"2019","Quintile 5","30 - 34","All","All","30","20","15"
"2020","Quintile 5","30 - 34","All","All","40","25","20"
"2021","Quintile 5","30 - 34","All","All","40","20","20"
"2022","Quintile 5","30 - 34","All","All","40","20","15"
"2023","Quintile 5","30 - 34","All","All","30","15","10"
"2019","Quintile 1","35 and over","All","All","40","25","20"
"2020","Quintile 1","35 and over","All","All","70","55","45"
"2021","Quintile 1","35 and over","All","All","75","45","40"
"2022","Quintile 1","35 and over","All","All","70","35","30"
"2023","Quintile 1","35 and over","All","All","70","40","35"
"2019","Quintile 2","35 and over","All","All","40","30","30"
"2020","Quintile 2","35 and over","All","All","60","35","35"
"2021","Quintile 2","35 and over","All","All","60","40","35"
"2022","Quintile 2","35 and over","All","All","75","40","30"
"2023","Quintile 2","35 and over","All","All","80","35","30"
"2019","Quintile 3","35 and over","All","All","55","35","30"
"2020","Quintile 3","35 and over","All","All","75","45","45"
"2021","Quintile 3","35 and over","All","All","75","45","40"
"2022","Quintile 3","35 and over","All","All","95","50","40"
"2023","Quintile 3","35 and over","All","All","90","50","45"
"2019","Quintile 4","35 and over","All","All","50","35","35"
"2020","Quintile 4","35 and over","All","All","65","45","40"
"2021","Quintile 4","35 and over","All","All","85","40","40"
"2022","Quintile 4","35 and over","All","All","80","40","35"
"2023","Quintile 4","35 and over","All","All","85","45","40"
"2019","Quintile 5","35 and over","All","All","45","30","25"
"2020","Quintile 5","35 and over","All","All","70","45","40"
"2021","Quintile 5","35 and over","All","All","90","60","55"
"2022","Quintile 5","35 and over","All","All","80","40","35"
"2023","Quintile 5","35 and over","All","All","65","35","35"
"2019","All","17 and under","All","All","60","35","35"
"2020","All","17 and under","All","All","95","60","60"
"2021","All","17 and under","All","All","70","25","25"
"2022","All","17 and under","All","All","105","35","35"
"2023","All","17 and under","All","All","90","40","40"
"2019","All","18","All","All","17600","12495","12380"
"2020","All","18","All","All","24545","19695","19565"
"2021","All","18","All","All","18825","12250","12120"
"2022","All","18","All","All","26110","15280","15050"
"2023","All","18","All","All","26455","16510","16335"
"2019","All","19","All","All","3950","3180","3145"
"2020","All","19","All","All","4770","3945","3900"
"2021","All","19","All","All","3680","2650","2600"
"2022","All","19","All","All","3865","2610","2545"
"2023","All","19","All","All","4480","3105","3040"
"2019","All","20","All","All","975","750","735"
"2020","All","20","All","All","1130","860","835"
"2021","All","20","All","All","1045","720","695"
"2022","All","20","All","All","1080","645","620"
"2023","All","20","All","All","1185","815","795"
"2019","All","21 - 24","All","All","895","610","580"
"2020","All","21 - 24","All","All","1070","720","695"
"2021","All","21 - 24","All","All","1115","645","615"
"2022","All","21 - 24","All","All","1185","670","620"
"2023","All","21 - 24","All","All","1120","655","620"
"2019","All","25 - 29","All","All","265","170","160"
"2020","All","25 - 29","All","All","445","270","250"
"2021","All","25 - 29","All","All","415","210","190"
"2022","All","25 - 29","All","All","395","155","140"
"2023","All","25 - 29","All","All","395","195","180"
"2019","All","30 - 34","All","All","155","100","95"
"2020","All","30 - 34","All","All","200","125","110"
"2021","All","30 - 34","All","All","230","115","105"
"2022","All","30 - 34","All","All","220","110","95"
