"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","UK","England","All","All","All","All","Not main scheme application","4770","3745","0.785","0"
"2020","UK","England","All","All","All","All","Not main scheme application","6405","4995","0.78","0"
"2021","UK","England","All","All","All","All","Not main scheme application","5435","3880","0.714","0"
"2022","UK","England","All","All","All","All","Not main scheme application","5875","4045","0.6890000000000001","0"
"2023","UK","England","All","All","All","All","Not main scheme application","6085","4570","0.751","0"
"2019","UK","Scotland","All","All","All","All","Not main scheme application","500","295","0.592","0"
"2020","UK","Scotland","All","All","All","All","Not main scheme application","575","380","0.657","0"
"2021","UK","Scotland","All","All","All","All","Not main scheme application","345","170","0.493","0"
"2022","UK","Scotland","All","All","All","All","Not main scheme application","695","425","0.616","0"
"2023","UK","Scotland","All","All","All","All","Not main scheme application","680","490","0.726","0"
"2019","UK","Wales","All","All","All","All","Not main scheme application","235","175","0.74","0"
"2020","UK","Wales","All","All","All","All","Not main scheme application","310","225","0.72","0"
"2021","UK","Wales","All","All","All","All","Not main scheme application","315","215","0.6910000000000001","0"
"2022","UK","Wales","All","All","All","All","Not main scheme application","270","185","0.687","0"
"2023","UK","Wales","All","All","All","All","Not main scheme application","210","155","0.743","0"
"2019","International","Not EU","All","All","All","All","Not main scheme application","110","60","0.527","0"
"2020","International","Not EU","All","All","All","All","Not main scheme application","215","115","0.544","0"
"2021","International","Not EU","All","All","All","All","Not main scheme application","195","65","0.327","0"
"2022","International","Not EU","All","All","All","All","Not main scheme application","310","80","0.26","0"
"2023","International","Not EU","All","All","All","All","Not main scheme application","305","135","0.446","0"
"2019","International","EU (excluding UK)","All","All","All","All","Not main scheme application","75","35","0.429","0"
"2020","International","EU (excluding UK)","All","All","All","All","Not main scheme application","105","60","0.547","0"
"2021","International","EU (excluding UK)","All","All","All","All","Not main scheme application","100","45","0.441","0"
"2022","International","EU (excluding UK)","All","All","All","All","Not main scheme application","95","55","0.546","0"
"2023","International","EU (excluding UK)","All","All","All","All","Not main scheme application","95","45","0.489","0"
"2019","UK","Northern Ireland","All","All","All","All","Main scheme application","2390","910","0.38","0"
"2020","UK","Northern Ireland","All","All","All","All","Main scheme application","2285","1090","0.47600000000000003","0"
"2021","UK","Northern Ireland","All","All","All","All","Main scheme application","2790","1025","0.368","0"
"2022","UK","Northern Ireland","All","All","All","All","Main scheme application","2455","815","0.333","0"
"2023","UK","Northern Ireland","All","All","All","All","Main scheme application","1970","670","0.339","0"
"2019","UK","England","All","All","All","All","Main scheme application","28650","15540","0.542","0"
"2020","UK","England","All","All","All","All","Main scheme application","34270","19770","0.577","0"
"2021","UK","England","All","All","All","All","Main scheme application","40765","21055","0.517","0"
"2022","UK","England","All","All","All","All","Main scheme application","37375","18325","0.49","0"
"2023","UK","England","All","All","All","All","Main scheme application","31520","15475","0.491","0"
"2019","UK","Scotland","All","All","All","All","Main scheme application","5515","3095","0.561","0"
"2020","UK","Scotland","All","All","All","All","Main scheme application","6105","3635","0.596","0"
"2021","UK","Scotland","All","All","All","All","Main scheme application","6870","3885","0.5660000000000001","0"
"2022","UK","Scotland","All","All","All","All","Main scheme application","5825","3395","0.583","0"
"2023","UK","Scotland","All","All","All","All","Main scheme application","4865","2905","0.597","0"
"2019","UK","Wales","All","All","All","All","Main scheme application","2485","1425","0.5740000000000001","0"
"2020","UK","Wales","All","All","All","All","Main scheme application","2595","1525","0.587","0"
"2021","UK","Wales","All","All","All","All","Main scheme application","2850","1580","0.554","0"
"2022","UK","Wales","All","All","All","All","Main scheme application","2255","1150","0.51","0"
"2023","UK","Wales","All","All","All","All","Main scheme application","1645","900","0.548","0"
"2019","International","Not EU","All","All","All","All","Main scheme application","900","160","0.18","0"
"2020","International","Not EU","All","All","All","All","Main scheme application","1290","245","0.19","0"
"2021","International","Not EU","All","All","All","All","Main scheme application","2205","305","0.138","0"
"2022","International","Not EU","All","All","All","All","Main scheme application","3405","500","0.147","0"
"2023","International","Not EU","All","All","All","All","Main scheme application","3265","515","0.158","0"
"2019","International","EU (excluding UK)","All","All","All","All","Main scheme application","1035","350","0.336","0"
"2020","International","EU (excluding UK)","All","All","All","All","Main scheme application","1055","385","0.365","0"
"2021","International","EU (excluding UK)","All","All","All","All","Main scheme application","1135","305","0.266","0"
"2022","International","EU (excluding UK)","All","All","All","All","Main scheme application","870","190","0.221","0"
"2023","International","EU (excluding UK)","All","All","All","All","Main scheme application","750","195","0.262","0"
"2019","UK","All","All","All","All","All","Not main scheme application","5655","4320","0.764","0"
"2020","UK","All","All","All","All","All","Not main scheme application","7490","5750","0.767","0"
"2021","UK","All","All","All","All","All","Not main scheme application","6350","4440","0.7000000000000001","0"
"2022","UK","All","All","All","All","All","Not main scheme application","7165","4925","0.687","0"
"2023","UK","All","All","All","All","All","Not main scheme application","7320","5485","0.749","0"
"2019","International","All","All","All","All","All","Not main scheme application","185","90","0.487","0"
"2020","International","All","All","All","All","All","Not main scheme application","320","175","0.545","0"
"2021","International","All","All","All","All","All","Not main scheme application","300","110","0.366","0"
"2022","International","All","All","All","All","All","Not main scheme application","405","135","0.328","0"
"2023","International","All","All","All","All","All","Not main scheme application","400","180","0.456","0"
"2019","UK","All","All","All","All","All","Main scheme application","39045","20970","0.537","0"
"2020","UK","All","All","All","All","All","Main scheme application","45255","26020","0.5750000000000001","0"
"2021","UK","All","All","All","All","All","Main scheme application","53275","27550","0.517","0"
"2022","UK","All","All","All","All","All","Main scheme application","47910","23690","0.494","0"
"2023","UK","All","All","All","All","All","Main scheme application","40000","19950","0.499","0"
"2019","International","All","All","All","All","All","Main scheme application","1935","510","0.264","0"
"2020","International","All","All","All","All","All","Main scheme application","2345","630","0.269","0"
"2021","International","All","All","All","All","All","Main scheme application","3340","610","0.182","0"
"2022","International","All","All","All","All","All","Main scheme application","4275","695","0.162","0"
"2023","International","All","All","All","All","All","Main scheme application","4015","710","0.177","0"
"2019","All","All","All","All","All","All","Not main scheme application","5840","4415","0.756","0"
"2020","All","All","All","All","All","All","Not main scheme application","7815","5925","0.758","0"
"2021","All","All","All","All","All","All","Not main scheme application","6645","4550","0.685","0"
"2022","All","All","All","All","All","All","Not main scheme application","7570","5060","0.668","0"
"2023","All","All","All","All","All","All","Not main scheme application","7720","5665","0.734","0"
"2019","All","All","All","All","All","All","Main scheme application","40975","21480","0.524","0"
"2020","All","All","All","All","All","All","Main scheme application","47600","26655","0.56","0"
"2021","All","All","All","All","All","All","Main scheme application","56615","28155","0.497","0"
"2022","All","All","All","All","All","All","Main scheme application","52185","24385","0.467","0"
"2023","All","All","All","All","All","All","Main scheme application","44015","20660","0.46900000000000003","0"
"2022","UK","England","England","17 and under","Female","Not main scheme applicant","All","5","0"," ","0"
"2023","UK","England","England","17 and under","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","UK","Scotland","Scotland","17 and under","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","UK","Scotland","Scotland","17 and under","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","UK","Scotland","Scotland","17 and under","Female","Not main scheme applicant","All","10","10"," ","0"
"2023","UK","Scotland","Scotland","17 and under","Female","Not main scheme applicant","All","10","10"," ","0"
"2022","International","Not EU","Nigeria","17 and under","Female","Not main scheme applicant","All","5","0"," ","0"
"2019","UK","England","England","18","Female","Not main scheme applicant","All","45","40","0.8300000000000001","0"
"2020","UK","England","England","18","Female","Not main scheme applicant","All","85","75","0.905","0"
"2021","UK","England","England","18","Female","Not main scheme applicant","All","35","25","0.794","0"
"2022","UK","England","England","18","Female","Not main scheme applicant","All","35","25","0.722","0"
"2023","UK","England","England","18","Female","Not main scheme applicant","All","65","55","0.833","0"
"2019","UK","Scotland","Scotland","18","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","UK","Scotland","Scotland","18","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","UK","Scotland","Scotland","18","Female","Not main scheme applicant","All","5","5"," ","0"
"2023","UK","Scotland","Scotland","18","Female","Not main scheme applicant","All","15","10","0.625","0"
"2019","UK","Wales","Wales","18","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","UK","Wales","Wales","18","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","UK","Wales","Wales","18","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","International","EU (excluding UK)","Ireland","18","Female","Not main scheme applicant","All","5","5"," ","0"
"2023","International","EU (excluding UK)","Ireland","18","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","International","Not EU","India","18","Female","Not main scheme applicant","All","5","0"," ","0"
"2023","International","Not EU","India","18","Female","Not main scheme applicant","All","15","10","0.846","0"
"2023","International","Not EU","Nigeria","18","Female","Not main scheme applicant","All","5","0"," ","0"
"2019","UK","England","England","19","Female","Not main scheme applicant","All","140","130","0.914","0"
"2020","UK","England","England","19","Female","Not main scheme applicant","All","155","135","0.876","0"
"2021","UK","England","England","19","Female","Not main scheme applicant","All","100","90","0.881","0"
"2022","UK","England","England","19","Female","Not main scheme applicant","All","155","120","0.781","0"
"2023","UK","England","England","19","Female","Not main scheme applicant","All","205","180","0.87","0"
"2020","UK","Northern Ireland","Northern Ireland","19","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","UK","Northern Ireland","Northern Ireland","19","Female","Not main scheme applicant","All","5","0"," ","0"
"2023","UK","Northern Ireland","Northern Ireland","19","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","UK","Scotland","Scotland","19","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","UK","Scotland","Scotland","19","Female","Not main scheme applicant","All","10","10"," ","0"
"2022","UK","Scotland","Scotland","19","Female","Not main scheme applicant","All","20","15","0.722","0"
"2023","UK","Scotland","Scotland","19","Female","Not main scheme applicant","All","30","25","0.871","0"
"2019","UK","Wales","Wales","19","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","UK","Wales","Wales","19","Female","Not main scheme applicant","All","5","5"," ","0"
"2021","UK","Wales","Wales","19","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","UK","Wales","Wales","19","Female","Not main scheme applicant","All","10","10"," ","0"
"2023","UK","Wales","Wales","19","Female","Not main scheme applicant","All","15","15","0.8240000000000001","0"
"2020","International","EU (excluding UK)","Ireland","19","Female","Not main scheme applicant","All","5","0"," ","0"
"2022","International","EU (excluding UK)","Ireland","19","Female","Not main scheme applicant","All","5","0"," ","0"
"2023","International","EU (excluding UK)","Ireland","19","Female","Not main scheme applicant","All","5","0"," ","0"
"2023","International","Not EU","Jersey","19","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","International","Not EU","India","19","Female","Not main scheme applicant","All","5","5"," ","0"
"2023","International","Not EU","India","19","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","International","Not EU","Nigeria","19","Female","Not main scheme applicant","All","5","0"," ","0"
"2019","UK","England","England","20","Female","Not main scheme applicant","All","95","75","0.8280000000000001","0"
"2020","UK","England","England","20","Female","Not main scheme applicant","All","115","95","0.8210000000000001","0"
"2021","UK","England","England","20","Female","Not main scheme applicant","All","80","60","0.744","0"
"2022","UK","England","England","20","Female","Not main scheme applicant","All","125","100","0.802","0"
"2023","UK","England","England","20","Female","Not main scheme applicant","All","185","145","0.798","0"
"2021","UK","Northern Ireland","Northern Ireland","20","Female","Not main scheme applicant","All","5","0"," ","0"
"2023","UK","Northern Ireland","Northern Ireland","20","Female","Not main scheme applicant","All","5","0"," ","0"
"2019","UK","Scotland","Scotland","20","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","UK","Scotland","Scotland","20","Female","Not main scheme applicant","All","10","5"," ","0"
"2022","UK","Scotland","Scotland","20","Female","Not main scheme applicant","All","15","10"," ","0"
"2023","UK","Scotland","Scotland","20","Female","Not main scheme applicant","All","25","20","0.8260000000000001","0"
"2019","UK","Wales","Wales","20","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","UK","Wales","Wales","20","Female","Not main scheme applicant","All","5","5"," ","0"
"2023","UK","Wales","Wales","20","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","International","EU (excluding UK)","Ireland","20","Female","Not main scheme applicant","All","5","5"," ","0"
"2023","International","EU (excluding UK)","Ireland","20","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","International","Not EU","India","20","Female","Not main scheme applicant","All","5","5"," ","0"
"2021","International","Not EU","Zimbabwe","20","Female","Not main scheme applicant","All","5","0"," ","0"
"2020","International","Not EU","Not Known","20","Female","Not main scheme applicant","All","5","0"," ","0"
"2019","UK","England","England","21 - 24","Female","Not main scheme applicant","All","370","335","0.903","0"
"2020","UK","England","England","21 - 24","Female","Not main scheme applicant","All","465","395","0.848","0"
"2021","UK","England","England","21 - 24","Female","Not main scheme applicant","All","210","170","0.8150000000000001","0"
"2022","UK","England","England","21 - 24","Female","Not main scheme applicant","All","330","260","0.777","0"
"2023","UK","England","England","21 - 24","Female","Not main scheme applicant","All","390","315","0.803","0"
"2019","UK","Northern Ireland","Northern Ireland","21 - 24","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","UK","Northern Ireland","Northern Ireland","21 - 24","Female","Not main scheme applicant","All","5","0"," ","0"
"2019","UK","Scotland","Scotland","21 - 24","Female","Not main scheme applicant","All","30","20","0.724","0"
"2020","UK","Scotland","Scotland","21 - 24","Female","Not main scheme applicant","All","40","35","0.854","0"
"2021","UK","Scotland","Scotland","21 - 24","Female","Not main scheme applicant","All","10","10"," ","0"
"2022","UK","Scotland","Scotland","21 - 24","Female","Not main scheme applicant","All","60","40","0.712","0"
"2023","UK","Scotland","Scotland","21 - 24","Female","Not main scheme applicant","All","65","55","0.905","0"
"2019","UK","Wales","Wales","21 - 24","Female","Not main scheme applicant","All","10","10","0.909","0"
"2020","UK","Wales","Wales","21 - 24","Female","Not main scheme applicant","All","20","15","0.8","0"
"2021","UK","Wales","Wales","21 - 24","Female","Not main scheme applicant","All","15","10","0.667","0"
"2022","UK","Wales","Wales","21 - 24","Female","Not main scheme applicant","All","10","10"," ","0"
"2023","UK","Wales","Wales","21 - 24","Female","Not main scheme applicant","All","15","15","0.875","0"
"2020","International","EU (excluding UK)","Ireland","21 - 24","Female","Not main scheme applicant","All","5","5"," ","0"
"2021","International","EU (excluding UK)","Ireland","21 - 24","Female","Not main scheme applicant","All","5","5"," ","0"
"2023","International","EU (excluding UK)","Ireland","21 - 24","Female","Not main scheme applicant","All","5","5"," ","0"
"2023","International","Not EU","India","21 - 24","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","International","Not EU","Nepal","21 - 24","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","International","Not EU","Nepal","21 - 24","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","International","Not EU","Nigeria","21 - 24","Female","Not main scheme applicant","All","5","0"," ","0"
"2020","International","Not EU","Nigeria","21 - 24","Female","Not main scheme applicant","All","5","0"," ","0"
"2021","International","Not EU","Nigeria","21 - 24","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","International","Not EU","Nigeria","21 - 24","Female","Not main scheme applicant","All","10","5"," ","0"
"2023","International","Not EU","Nigeria","21 - 24","Female","Not main scheme applicant","All","5","0"," ","0"
"2020","International","Not EU","Not Known","21 - 24","Female","Not main scheme applicant","All","5","5"," ","0"
"2021","International","Not EU","Not Known","21 - 24","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","UK","England","England","25 - 29","Female","Not main scheme applicant","All","305","255","0.8320000000000001","0"
"2020","UK","England","England","25 - 29","Female","Not main scheme applicant","All","465","385","0.8270000000000001","0"
"2021","UK","England","England","25 - 29","Female","Not main scheme applicant","All","270","235","0.857","0"
"2022","UK","England","England","25 - 29","Female","Not main scheme applicant","All","315","245","0.776","0"
"2023","UK","England","England","25 - 29","Female","Not main scheme applicant","All","325","255","0.788","0"
"2019","UK","Scotland","Scotland","25 - 29","Female","Not main scheme applicant","All","20","15","0.684","0"
"2020","UK","Scotland","Scotland","25 - 29","Female","Not main scheme applicant","All","35","30","0.757","0"
"2021","UK","Scotland","Scotland","25 - 29","Female","Not main scheme applicant","All","10","10"," ","0"
"2022","UK","Scotland","Scotland","25 - 29","Female","Not main scheme applicant","All","35","25","0.771","0"
"2023","UK","Scotland","Scotland","25 - 29","Female","Not main scheme applicant","All","55","40","0.759","0"
"2019","UK","Wales","Wales","25 - 29","Female","Not main scheme applicant","All","10","10","0.909","0"
"2020","UK","Wales","Wales","25 - 29","Female","Not main scheme applicant","All","20","15","0.762","0"
"2021","UK","Wales","Wales","25 - 29","Female","Not main scheme applicant","All","10","5"," ","0"
"2022","UK","Wales","Wales","25 - 29","Female","Not main scheme applicant","All","15","10"," ","0"
"2023","UK","Wales","Wales","25 - 29","Female","Not main scheme applicant","All","15","10","0.6880000000000001","0"
"2019","International","Not EU","Ghana","25 - 29","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","International","Not EU","Ghana","25 - 29","Female","Not main scheme applicant","All","5","0"," ","0"
"2020","International","Not EU","Nepal","25 - 29","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","International","Not EU","Nigeria","25 - 29","Female","Not main scheme applicant","All","5","5"," ","0"
"2021","International","Not EU","Nigeria","25 - 29","Female","Not main scheme applicant","All","10","5"," ","0"
"2022","International","Not EU","Nigeria","25 - 29","Female","Not main scheme applicant","All","15","10"," ","0"
"2023","International","Not EU","Nigeria","25 - 29","Female","Not main scheme applicant","All","10","5"," ","0"
"2020","International","Not EU","Not Known","25 - 29","Female","Not main scheme applicant","All","10","10"," ","0"
"2019","UK","England","England","30 - 34","Female","Not main scheme applicant","All","230","195","0.857","0"
"2020","UK","England","England","30 - 34","Female","Not main scheme applicant","All","355","290","0.8220000000000001","0"
"2021","UK","England","England","30 - 34","Female","Not main scheme applicant","All","200","160","0.8","0"
"2022","UK","England","England","30 - 34","Female","Not main scheme applicant","All","225","170","0.747","0"
"2023","UK","England","England","30 - 34","Female","Not main scheme applicant","All","305","250","0.8160000000000001","0"
"2019","UK","Scotland","Scotland","30 - 34","Female","Not main scheme applicant","All","20","15","0.682","0"
"2020","UK","Scotland","Scotland","30 - 34","Female","Not main scheme applicant","All","25","15","0.519","0"
"2021","UK","Scotland","Scotland","30 - 34","Female","Not main scheme applicant","All","15","10","0.714","0"
"2022","UK","Scotland","Scotland","30 - 34","Female","Not main scheme applicant","All","45","30","0.744","0"
"2023","UK","Scotland","Scotland","30 - 34","Female","Not main scheme applicant","All","45","30","0.674","0"
"2019","UK","Wales","Wales","30 - 34","Female","Not main scheme applicant","All","10","10"," ","0"
"2020","UK","Wales","Wales","30 - 34","Female","Not main scheme applicant","All","10","5"," ","0"
"2021","UK","Wales","Wales","30 - 34","Female","Not main scheme applicant","All","15","10"," ","0"
"2022","UK","Wales","Wales","30 - 34","Female","Not main scheme applicant","All","10","5"," ","0"
"2023","UK","Wales","Wales","30 - 34","Female","Not main scheme applicant","All","10","10"," ","0"
"2019","International","EU (excluding UK)","Ireland","30 - 34","Female","Not main scheme applicant","All","5","0"," ","0"
"2023","International","Not EU","Jersey","30 - 34","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","International","Not EU","Nigeria","30 - 34","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","International","Not EU","Nigeria","30 - 34","Female","Not main scheme applicant","All","10","5"," ","0"
"2021","International","Not EU","Nigeria","30 - 34","Female","Not main scheme applicant","All","5","0"," ","0"
"2022","International","Not EU","Nigeria","30 - 34","Female","Not main scheme applicant","All","5","5"," ","0"
"2023","International","Not EU","Nigeria","30 - 34","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","International","Not EU","Not Known","30 - 34","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","UK","England","England","35 and over","Female","Not main scheme applicant","All","560","470","0.836","0"
"2020","UK","England","England","35 and over","Female","Not main scheme applicant","All","810","625","0.769","0"
"2021","UK","England","England","35 and over","Female","Not main scheme applicant","All","530","415","0.79","0"
"2022","UK","England","England","35 and over","Female","Not main scheme applicant","All","605","455","0.746","0"
"2023","UK","England","England","35 and over","Female","Not main scheme applicant","All","795","620","0.777","0"
"2019","UK","Scotland","Scotland","35 and over","Female","Not main scheme applicant","All","40","30","0.795","0"
"2020","UK","Scotland","Scotland","35 and over","Female","Not main scheme applicant","All","45","35","0.761","0"
"2021","UK","Scotland","Scotland","35 and over","Female","Not main scheme applicant","All","20","15","0.778","0"
"2022","UK","Scotland","Scotland","35 and over","Female","Not main scheme applicant","All","95","60","0.629","0"
"2023","UK","Scotland","Scotland","35 and over","Female","Not main scheme applicant","All","110","80","0.736","0"
"2019","UK","Wales","Wales","35 and over","Female","Not main scheme applicant","All","10","5"," ","0"
"2020","UK","Wales","Wales","35 and over","Female","Not main scheme applicant","All","15","10"," ","0"
"2021","UK","Wales","Wales","35 and over","Female","Not main scheme applicant","All","15","5"," ","0"
"2022","UK","Wales","Wales","35 and over","Female","Not main scheme applicant","All","10","5"," ","0"
"2023","UK","Wales","Wales","35 and over","Female","Not main scheme applicant","All","15","10","0.706","0"
"2023","International","Not EU","Jersey","35 and over","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","International","Not EU","Nigeria","35 and over","Female","Not main scheme applicant","All","10","5"," ","0"
"2020","International","Not EU","Nigeria","35 and over","Female","Not main scheme applicant","All","10","5"," ","0"
"2021","International","Not EU","Nigeria","35 and over","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","International","Not EU","Nigeria","35 and over","Female","Not main scheme applicant","All","10","5"," ","0"
"2023","International","Not EU","Nigeria","35 and over","Female","Not main scheme applicant","All","5","0"," ","0"
"2020","International","Not EU","Not Known","35 and over","Female","Not main scheme applicant","All","15","15","1","0"
"2021","International","Not EU","Not Known","35 and over","Female","Not main scheme applicant","All","5","5"," ","0"
"2023","UK","Scotland","Scotland","17 and under","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","UK","England","England","18","Male","Not main scheme applicant","All","5","0"," ","0"
"2020","UK","England","England","18","Male","Not main scheme applicant","All","10","5"," ","0"
"2021","UK","England","England","18","Male","Not main scheme applicant","All","5","5"," ","0"
"2022","UK","England","England","18","Male","Not main scheme applicant","All","5","5"," ","0"
"2023","UK","England","England","18","Male","Not main scheme applicant","All","10","10"," ","0"
"2019","UK","England","England","19","Male","Not main scheme applicant","All","5","5"," ","0"
"2020","UK","England","England","19","Male","Not main scheme applicant","All","15","10"," ","0"
"2021","UK","England","England","19","Male","Not main scheme applicant","All","10","10"," ","0"
"2022","UK","England","England","19","Male","Not main scheme applicant","All","15","10","0.75","0"
"2023","UK","England","England","19","Male","Not main scheme applicant","All","15","15","0.882","0"
"2022","International","Not EU","India","19","Male","Not main scheme applicant","All","5","5"," ","0"
"2023","International","Not EU","India","19","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","UK","England","England","20","Male","Not main scheme applicant","All","15","10","0.846","0"
"2020","UK","England","England","20","Male","Not main scheme applicant","All","15","10","0.769","0"
"2021","UK","England","England","20","Male","Not main scheme applicant","All","10","5"," ","0"
"2022","UK","England","England","20","Male","Not main scheme applicant","All","15","10","0.769","0"
"2023","UK","England","England","20","Male","Not main scheme applicant","All","15","10"," ","0"
"2019","UK","England","England","21 - 24","Male","Not main scheme applicant","All","40","30","0.8160000000000001","0"
"2020","UK","England","England","21 - 24","Male","Not main scheme applicant","All","55","50","0.912","0"
"2021","UK","England","England","21 - 24","Male","Not main scheme applicant","All","25","20","0.846","0"
"2022","UK","England","England","21 - 24","Male","Not main scheme applicant","All","45","30","0.66","0"
"2023","UK","England","England","21 - 24","Male","Not main scheme applicant","All","65","50","0.742","0"
"2019","UK","Scotland","Scotland","21 - 24","Male","Not main scheme applicant","All","5","5"," ","0"
"2020","UK","Scotland","Scotland","21 - 24","Male","Not main scheme applicant","All","5","5"," ","0"
"2021","UK","Scotland","Scotland","21 - 24","Male","Not main scheme applicant","All","5","0"," ","0"
"2022","UK","Scotland","Scotland","21 - 24","Male","Not main scheme applicant","All","5","0"," ","0"
"2023","UK","Scotland","Scotland","21 - 24","Male","Not main scheme applicant","All","10","10","1","0"
"2020","UK","Wales","Wales","21 - 24","Male","Not main scheme applicant","All","5","5"," ","0"
"2023","International","Not EU","Nigeria","21 - 24","Male","Not main scheme applicant","All","5","0"," ","0"
"2019","UK","England","England","25 - 29","Male","Not main scheme applicant","All","45","40","0.909","0"
"2020","UK","England","England","25 - 29","Male","Not main scheme applicant","All","90","75","0.8200000000000001","0"
"2021","UK","England","England","25 - 29","Male","Not main scheme applicant","All","40","35","0.875","0"
"2022","UK","England","England","25 - 29","Male","Not main scheme applicant","All","55","50","0.891","0"
"2023","UK","England","England","25 - 29","Male","Not main scheme applicant","All","60","35","0.638","0"
"2019","UK","Scotland","Scotland","25 - 29","Male","Not main scheme applicant","All","5","5"," ","0"
"2020","UK","Scotland","Scotland","25 - 29","Male","Not main scheme applicant","All","10","10"," ","0"
"2022","UK","Scotland","Scotland","25 - 29","Male","Not main scheme applicant","All","5","5"," ","0"
"2023","UK","Scotland","Scotland","25 - 29","Male","Not main scheme applicant","All","15","15","0.933","0"
"2019","UK","Wales","Wales","25 - 29","Male","Not main scheme applicant","All","5","5"," ","0"
"2020","UK","Wales","Wales","25 - 29","Male","Not main scheme applicant","All","5","5"," ","0"
"2021","UK","Wales","Wales","25 - 29","Male","Not main scheme applicant","All","5","5"," ","0"
"2022","UK","Wales","Wales","25 - 29","Male","Not main scheme applicant","All","5","0"," ","0"
"2023","UK","Wales","Wales","25 - 29","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","International","Not EU","Ghana","25 - 29","Male","Not main scheme applicant","All","5","0"," ","0"
"2019","International","Not EU","Nigeria","25 - 29","Male","Not main scheme applicant","All","5","0"," ","0"
"2023","International","Not EU","Nigeria","25 - 29","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","UK","England","England","30 - 34","Male","Not main scheme applicant","All","40","35","0.857","0"
"2020","UK","England","England","30 - 34","Male","Not main scheme applicant","All","70","50","0.732","0"
"2021","UK","England","England","30 - 34","Male","Not main scheme applicant","All","40","30","0.744","0"
"2022","UK","England","England","30 - 34","Male","Not main scheme applicant","All","40","30","0.8160000000000001","0"
"2023","UK","England","England","30 - 34","Male","Not main scheme applicant","All","60","40","0.644","0"
"2019","UK","Scotland","Scotland","30 - 34","Male","Not main scheme applicant","All","5","0"," ","0"
"2022","UK","Scotland","Scotland","30 - 34","Male","Not main scheme applicant","All","5","5"," ","0"
"2023","UK","Scotland","Scotland","30 - 34","Male","Not main scheme applicant","All","5","5"," ","0"
"2020","International","Not EU","Nigeria","30 - 34","Male","Not main scheme applicant","All","5","0"," ","0"
"2021","International","Not EU","Nigeria","30 - 34","Male","Not main scheme applicant","All","5","0"," ","0"
"2019","UK","England","England","35 and over","Male","Not main scheme applicant","All","160","130","0.8230000000000001","0"
"2020","UK","England","England","35 and over","Male","Not main scheme applicant","All","215","160","0.75","0"
"2021","UK","England","England","35 and over","Male","Not main scheme applicant","All","120","85","0.711","0"
"2022","UK","England","England","35 and over","Male","Not main scheme applicant","All","145","100","0.667","0"
"2023","UK","England","England","35 and over","Male","Not main scheme applicant","All","250","180","0.713","0"
"2019","UK","Scotland","Scotland","35 and over","Male","Not main scheme applicant","All","5","5"," ","0"
"2020","UK","Scotland","Scotland","35 and over","Male","Not main scheme applicant","All","5","5"," ","0"
"2022","UK","Scotland","Scotland","35 and over","Male","Not main scheme applicant","All","15","15","0.765","0"
"2023","UK","Scotland","Scotland","35 and over","Male","Not main scheme applicant","All","15","5"," ","0"
"2019","UK","Wales","Wales","35 and over","Male","Not main scheme applicant","All","5","5"," ","0"
"2020","UK","Wales","Wales","35 and over","Male","Not main scheme applicant","All","5","0"," ","0"
