"Year","Qualification group","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","15","15","0.882","5"
"2012","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","50","45","0.9380000000000001","5"
"2013","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","65","65","0.9550000000000001","5"
"2014","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","75","70","0.9590000000000001","5"
"2015","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","80","80","0.975","10"
"2016","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","110","105","0.9450000000000001","5"
"2017","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","150","145","0.9540000000000001","15"
"2018","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","145","130","0.909","10"
"2019","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","255","240","0.9490000000000001","20"
"2020","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","295","285","0.963","35"
"2021","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","125","115","0.9430000000000001","10"
"2022","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","145","135","0.9380000000000001","10"
"2023","A level Only (With extended project)","White","Not main scheme applicant","Not main scheme application","155","145","0.9480000000000001","5"
"2008","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","1930","1905","0.986","535"
"2009","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","2075","1940","0.936","835"
"2010","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","1990","1875","0.9420000000000001","705"
"2011","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","2010","1875","0.933","680"
"2012","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","2940","2810","0.9550000000000001","425"
"2013","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","3270","3125","0.9550000000000001","430"
"2014","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","3010","2850","0.9470000000000001","385"
"2015","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","3075","2920","0.9500000000000001","385"
"2016","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","3015","2845","0.9440000000000001","370"
"2017","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","3415","3220","0.9420000000000001","275"
"2018","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","3660","3440","0.9400000000000001","235"
"2019","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","3970","3760","0.9470000000000001","245"
"2020","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","5175","4800","0.927","470"
"2021","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","1955","1825","0.934","195"
"2022","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","2330","2115","0.909","275"
"2023","A level Only (Without extended project)","White","Not main scheme applicant","Not main scheme application","2715","2530","0.932","230"
"2008","BTEC Only","White","Not main scheme applicant","Not main scheme application","340","340","0.991","120"
"2009","BTEC Only","White","Not main scheme applicant","Not main scheme application","410","380","0.925","210"
"2010","BTEC Only","White","Not main scheme applicant","Not main scheme application","710","680","0.9560000000000001","245"
"2011","BTEC Only","White","Not main scheme applicant","Not main scheme application","755","705","0.934","215"
"2012","BTEC Only","White","Not main scheme applicant","Not main scheme application","1285","1220","0.9470000000000001","175"
"2013","BTEC Only","White","Not main scheme applicant","Not main scheme application","1765","1685","0.9560000000000001","190"
"2014","BTEC Only","White","Not main scheme applicant","Not main scheme application","1955","1855","0.9480000000000001","260"
"2015","BTEC Only","White","Not main scheme applicant","Not main scheme application","2265","2165","0.9560000000000001","320"
"2016","BTEC Only","White","Not main scheme applicant","Not main scheme application","2265","2155","0.9530000000000001","240"
"2017","BTEC Only","White","Not main scheme applicant","Not main scheme application","2500","2370","0.9470000000000001","250"
"2018","BTEC Only","White","Not main scheme applicant","Not main scheme application","2695","2545","0.9440000000000001","225"
"2019","BTEC Only","White","Not main scheme applicant","Not main scheme application","3030","2860","0.9440000000000001","175"
"2020","BTEC Only","White","Not main scheme applicant","Not main scheme application","3530","3345","0.9470000000000001","240"
"2021","BTEC Only","White","Not main scheme applicant","Not main scheme application","1320","1215","0.92","150"
"2022","BTEC Only","White","Not main scheme applicant","Not main scheme application","1280","1115","0.871","225"
"2023","BTEC Only","White","Not main scheme applicant","Not main scheme application","1300","1135","0.874","190"
"2008","A level & BTEC","White","Not main scheme applicant","Not main scheme application","55","55","0.982","15"
"2009","A level & BTEC","White","Not main scheme applicant","Not main scheme application","75","65","0.905","30"
"2010","A level & BTEC","White","Not main scheme applicant","Not main scheme application","90","85","0.934","30"
"2011","A level & BTEC","White","Not main scheme applicant","Not main scheme application","115","105","0.906","40"
"2012","A level & BTEC","White","Not main scheme applicant","Not main scheme application","230","220","0.9480000000000001","30"
"2013","A level & BTEC","White","Not main scheme applicant","Not main scheme application","330","320","0.967","50"
"2014","A level & BTEC","White","Not main scheme applicant","Not main scheme application","330","315","0.9550000000000001","40"
"2015","A level & BTEC","White","Not main scheme applicant","Not main scheme application","500","470","0.9420000000000001","60"
"2016","A level & BTEC","White","Not main scheme applicant","Not main scheme application","490","465","0.9510000000000001","30"
"2017","A level & BTEC","White","Not main scheme applicant","Not main scheme application","575","540","0.9390000000000001","60"
"2018","A level & BTEC","White","Not main scheme applicant","Not main scheme application","580","545","0.9450000000000001","35"
"2019","A level & BTEC","White","Not main scheme applicant","Not main scheme application","670","640","0.9540000000000001","40"
"2020","A level & BTEC","White","Not main scheme applicant","Not main scheme application","825","790","0.96","75"
"2021","A level & BTEC","White","Not main scheme applicant","Not main scheme application","330","315","0.9430000000000001","30"
"2022","A level & BTEC","White","Not main scheme applicant","Not main scheme application","375","335","0.89","55"
"2023","A level & BTEC","White","Not main scheme applicant","Not main scheme application","410","370","0.912","40"
"2008","SQA Only","White","Not main scheme applicant","Not main scheme application","280","275","0.986","135"
"2009","SQA Only","White","Not main scheme applicant","Not main scheme application","420","400","0.9480000000000001","140"
"2010","SQA Only","White","Not main scheme applicant","Not main scheme application","235","220","0.9480000000000001","145"
"2011","SQA Only","White","Not main scheme applicant","Not main scheme application","180","165","0.916","105"
"2012","SQA Only","White","Not main scheme applicant","Not main scheme application","220","205","0.931","125"
"2013","SQA Only","White","Not main scheme applicant","Not main scheme application","240","225","0.933","120"
"2014","SQA Only","White","Not main scheme applicant","Not main scheme application","255","230","0.902","105"
"2015","SQA Only","White","Not main scheme applicant","Not main scheme application","345","300","0.873","130"
"2016","SQA Only","White","Not main scheme applicant","Not main scheme application","420","385","0.912","130"
"2017","SQA Only","White","Not main scheme applicant","Not main scheme application","425","385","0.901","140"
"2018","SQA Only","White","Not main scheme applicant","Not main scheme application","480","420","0.879","115"
"2019","SQA Only","White","Not main scheme applicant","Not main scheme application","540","465","0.861","135"
"2020","SQA Only","White","Not main scheme applicant","Not main scheme application","975","850","0.872","265"
"2021","SQA Only","White","Not main scheme applicant","Not main scheme application","395","335","0.846","120"
"2022","SQA Only","White","Not main scheme applicant","Not main scheme application","590","460","0.783","185"
"2023","SQA Only","White","Not main scheme applicant","Not main scheme application","690","590","0.859","180"
"2010","IB Only","White","Not main scheme applicant","Not main scheme application","25","25","0.92","15"
"2011","IB Only","White","Not main scheme applicant","Not main scheme application","25","20","0.88","10"
"2012","IB Only","White","Not main scheme applicant","Not main scheme application","55","55","0.982","15"
"2013","IB Only","White","Not main scheme applicant","Not main scheme application","55","50","0.929","5"
"2014","IB Only","White","Not main scheme applicant","Not main scheme application","45","45","1","10"
"2015","IB Only","White","Not main scheme applicant","Not main scheme application","65","60","0.923","10"
"2016","IB Only","White","Not main scheme applicant","Not main scheme application","40","40","0.975","10"
"2017","IB Only","White","Not main scheme applicant","Not main scheme application","60","55","0.918","10"
"2018","IB Only","White","Not main scheme applicant","Not main scheme application","60","55","0.934","5"
"2019","IB Only","White","Not main scheme applicant","Not main scheme application","80","70","0.923","5"
"2020","IB Only","White","Not main scheme applicant","Not main scheme application","75","65","0.882","20"
"2021","IB Only","White","Not main scheme applicant","Not main scheme application","40","35","0.846","5"
"2022","IB Only","White","Not main scheme applicant","Not main scheme application","45","35","0.841","5"
"2023","IB Only","White","Not main scheme applicant","Not main scheme application","65","60","0.937","5"
"2009","A level & WB","White","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2010","A level & WB","White","Not main scheme applicant","Not main scheme application","25","25","0.962","0"
"2011","A level & WB","White","Not main scheme applicant","Not main scheme application","35","35","0.9440000000000001","0"
"2012","A level & WB","White","Not main scheme applicant","Not main scheme application","85","80","0.9530000000000001","10"
"2013","A level & WB","White","Not main scheme applicant","Not main scheme application","100","95","0.9490000000000001","5"
"2014","A level & WB","White","Not main scheme applicant","Not main scheme application","90","85","0.9560000000000001","5"
"2015","A level & WB","White","Not main scheme applicant","Not main scheme application","100","95","0.931","5"
"2016","A level & WB","White","Not main scheme applicant","Not main scheme application","110","105","0.964","5"
"2017","A level & WB","White","Not main scheme applicant","Not main scheme application","70","65","0.9570000000000001","5"
"2018","A level & WB","White","Not main scheme applicant","Not main scheme application","55","50","0.9430000000000001","5"
"2019","A level & WB","White","Not main scheme applicant","Not main scheme application","50","45","0.922","0"
"2020","A level & WB","White","Not main scheme applicant","Not main scheme application","55","50","0.9430000000000001","10"
"2021","A level & WB","White","Not main scheme applicant","Not main scheme application","20","20","0.905","5"
"2022","A level & WB","White","Not main scheme applicant","Not main scheme application","25","25","0.962","5"
"2023","A level & WB","White","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2014","Cambridge Technicals only","White","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2015","Cambridge Technicals only","White","Not main scheme applicant","Not main scheme application","15","15","0.875","0"
"2016","Cambridge Technicals only","White","Not main scheme applicant","Not main scheme application","35","30","0.9390000000000001","5"
"2017","Cambridge Technicals only","White","Not main scheme applicant","Not main scheme application","50","50","0.9410000000000001","5"
"2018","Cambridge Technicals only","White","Not main scheme applicant","Not main scheme application","80","80","0.987","10"
"2019","Cambridge Technicals only","White","Not main scheme applicant","Not main scheme application","120","115","0.9420000000000001","10"
"2020","Cambridge Technicals only","White","Not main scheme applicant","Not main scheme application","195","185","0.9480000000000001","15"
"2021","Cambridge Technicals only","White","Not main scheme applicant","Not main scheme application","85","80","0.9430000000000001","15"
"2022","Cambridge Technicals only","White","Not main scheme applicant","Not main scheme application","50","50","0.9420000000000001","15"
"2023","Cambridge Technicals only","White","Not main scheme applicant","Not main scheme application","75","65","0.868","10"
"2009","Access to HE only","White","Not main scheme applicant","Not main scheme application","35","30","0.886","20"
"2010","Access to HE only","White","Not main scheme applicant","Not main scheme application","45","45","0.9560000000000001","10"
"2011","Access to HE only","White","Not main scheme applicant","Not main scheme application","50","45","0.9590000000000001","5"
"2012","Access to HE only","White","Not main scheme applicant","Not main scheme application","220","205","0.9450000000000001","20"
"2013","Access to HE only","White","Not main scheme applicant","Not main scheme application","285","270","0.9400000000000001","40"
"2014","Access to HE only","White","Not main scheme applicant","Not main scheme application","245","225","0.93","25"
"2015","Access to HE only","White","Not main scheme applicant","Not main scheme application","340","315","0.923","40"
"2016","Access to HE only","White","Not main scheme applicant","Not main scheme application","405","385","0.9430000000000001","45"
"2017","Access to HE only","White","Not main scheme applicant","Not main scheme application","550","500","0.909","50"
"2018","Access to HE only","White","Not main scheme applicant","Not main scheme application","590","550","0.934","30"
"2019","Access to HE only","White","Not main scheme applicant","Not main scheme application","790","735","0.928","50"
"2020","Access to HE only","White","Not main scheme applicant","Not main scheme application","795","730","0.919","65"
"2021","Access to HE only","White","Not main scheme applicant","Not main scheme application","345","300","0.873","40"
"2022","Access to HE only","White","Not main scheme applicant","Not main scheme application","505","420","0.8240000000000001","105"
"2023","Access to HE only","White","Not main scheme applicant","Not main scheme application","550","455","0.8210000000000001","100"
"2014","A level & Cambridge Technicals","White","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","A level & Cambridge Technicals","White","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2016","A level & Cambridge Technicals","White","Not main scheme applicant","Not main scheme application","25","25","0.923","5"
"2017","A level & Cambridge Technicals","White","Not main scheme applicant","Not main scheme application","40","35","0.878","5"
"2018","A level & Cambridge Technicals","White","Not main scheme applicant","Not main scheme application","60","55","0.934","5"
"2019","A level & Cambridge Technicals","White","Not main scheme applicant","Not main scheme application","100","100","0.97","5"
"2020","A level & Cambridge Technicals","White","Not main scheme applicant","Not main scheme application","155","150","0.9550000000000001","15"
"2021","A level & Cambridge Technicals","White","Not main scheme applicant","Not main scheme application","65","60","0.969","5"
"2022","A level & Cambridge Technicals","White","Not main scheme applicant","Not main scheme application","65","60","0.91","10"
"2023","A level & Cambridge Technicals","White","Not main scheme applicant","Not main scheme application","75","70","0.9450000000000001","5"
"2008","Other","White","Not main scheme applicant","Not main scheme application","9935","9765","0.983","2240"
"2009","Other","White","Not main scheme applicant","Not main scheme application","9665","9090","0.9410000000000001","2860"
"2010","Other","White","Not main scheme applicant","Not main scheme application","7910","7525","0.9510000000000001","2080"
"2011","Other","White","Not main scheme applicant","Not main scheme application","6995","6595","0.9430000000000001","1900"
"2012","Other","White","Not main scheme applicant","Not main scheme application","9035","8615","0.9530000000000001","1380"
"2013","Other","White","Not main scheme applicant","Not main scheme application","10910","10425","0.9560000000000001","1520"
"2014","Other","White","Not main scheme applicant","Not main scheme application","8525","8040","0.9430000000000001","1255"
"2015","Other","White","Not main scheme applicant","Not main scheme application","11305","10730","0.9490000000000001","1455"
"2016","Other","White","Not main scheme applicant","Not main scheme application","11110","10545","0.9490000000000001","1250"
"2017","Other","White","Not main scheme applicant","Not main scheme application","13510","12670","0.9380000000000001","1080"
"2018","Other","White","Not main scheme applicant","Not main scheme application","16860","16105","0.9550000000000001","985"
"2019","Other","White","Not main scheme applicant","Not main scheme application","19100","18155","0.9510000000000001","1085"
"2020","Other","White","Not main scheme applicant","Not main scheme application","23825","22425","0.9410000000000001","1710"
"2021","Other","White","Not main scheme applicant","Not main scheme application","24380","22925","0.9400000000000001","900"
"2022","Other","White","Not main scheme applicant","Not main scheme application","30545","28965","0.9480000000000001","1185"
"2023","Other","White","Not main scheme applicant","Not main scheme application","29315","27270","0.93","1245"
"2012","A level Only (With extended project)","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","A level Only (With extended project)","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","A level Only (With extended project)","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","A level Only (With extended project)","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","A level Only (With extended project)","Black","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2017","A level Only (With extended project)","Black","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2018","A level Only (With extended project)","Black","Not main scheme applicant","Not main scheme application","10","10","0.833","0"
"2019","A level Only (With extended project)","Black","Not main scheme applicant","Not main scheme application","30","30","0.933","0"
"2020","A level Only (With extended project)","Black","Not main scheme applicant","Not main scheme application","15","10","0.8","5"
"2021","A level Only (With extended project)","Black","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","A level Only (With extended project)","Black","Not main scheme applicant","Not main scheme application","10","10","0.909","0"
"2023","A level Only (With extended project)","Black","Not main scheme applicant","Not main scheme application","15","15","0.9380000000000001","0"
"2008","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","180","180","0.995","60"
"2009","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","240","215","0.899","95"
"2010","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","340","315","0.921","115"
"2011","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","555","495","0.887","165"
"2012","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","740","625","0.846","85"
"2013","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","545","505","0.929","100"
"2014","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","585","525","0.896","90"
"2015","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","545","495","0.91","85"
"2016","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","570","520","0.917","80"
"2017","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","600","555","0.919","55"
"2018","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","610","550","0.9","35"
"2019","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","750","695","0.926","35"
"2020","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","600","520","0.865","60"
"2021","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","325","290","0.887","45"
"2022","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","540","485","0.9","35"
"2023","A level Only (Without extended project)","Black","Not main scheme applicant","Not main scheme application","685","620","0.907","50"
"2008","BTEC Only","Black","Not main scheme applicant","Not main scheme application","50","45","0.9590000000000001","25"
"2009","BTEC Only","Black","Not main scheme applicant","Not main scheme application","85","70","0.8190000000000001","30"
"2010","BTEC Only","Black","Not main scheme applicant","Not main scheme application","160","140","0.869","60"
"2011","BTEC Only","Black","Not main scheme applicant","Not main scheme application","310","280","0.904","80"
"2012","BTEC Only","Black","Not main scheme applicant","Not main scheme application","495","435","0.877","55"
"2013","BTEC Only","Black","Not main scheme applicant","Not main scheme application","560","525","0.9410000000000001","65"
"2014","BTEC Only","Black","Not main scheme applicant","Not main scheme application","830","760","0.917","115"
"2015","BTEC Only","Black","Not main scheme applicant","Not main scheme application","850","770","0.907","140"
"2016","BTEC Only","Black","Not main scheme applicant","Not main scheme application","855","790","0.926","105"
"2017","BTEC Only","Black","Not main scheme applicant","Not main scheme application","965","870","0.904","95"
"2018","BTEC Only","Black","Not main scheme applicant","Not main scheme application","965","875","0.908","75"
"2019","BTEC Only","Black","Not main scheme applicant","Not main scheme application","1035","935","0.905","65"
"2020","BTEC Only","Black","Not main scheme applicant","Not main scheme application","1015","895","0.883","80"
"2021","BTEC Only","Black","Not main scheme applicant","Not main scheme application","430","360","0.833","60"
"2022","BTEC Only","Black","Not main scheme applicant","Not main scheme application","665","545","0.8200000000000001","80"
"2023","BTEC Only","Black","Not main scheme applicant","Not main scheme application","795","675","0.844","85"
"2008","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2009","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","15","10","0.857","5"
"2010","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","25","25","0.926","5"
"2011","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","40","40","0.9520000000000001","10"
"2012","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","55","50","0.907","5"
"2013","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","75","70","0.932","5"
"2014","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","85","85","0.977","10"
"2015","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","120","110","0.924","10"
"2016","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","140","125","0.901","15"
"2017","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","120","115","0.934","20"
"2018","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","140","125","0.893","10"
"2019","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","155","140","0.916","5"
"2020","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","135","120","0.882","10"
"2021","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","65","55","0.891","5"
"2022","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","110","100","0.875","10"
"2023","A level & BTEC","Black","Not main scheme applicant","Not main scheme application","130","120","0.908","10"
"2009","SQA Only","Black","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2010","SQA Only","Black","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2011","SQA Only","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","SQA Only","Black","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2013","SQA Only","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","SQA Only","Black","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2015","SQA Only","Black","Not main scheme applicant","Not main scheme application","5","0"," ","5"
"2016","SQA Only","Black","Not main scheme applicant","Not main scheme application","25","20","0.846","15"
"2017","SQA Only","Black","Not main scheme applicant","Not main scheme application","20","15","0.895","5"
"2018","SQA Only","Black","Not main scheme applicant","Not main scheme application","20","15","0.81","5"
"2019","SQA Only","Black","Not main scheme applicant","Not main scheme application","25","20","0.846","5"
"2020","SQA Only","Black","Not main scheme applicant","Not main scheme application","25","20","0.741","5"
"2021","SQA Only","Black","Not main scheme applicant","Not main scheme application","15","10","0.923","0"
"2022","SQA Only","Black","Not main scheme applicant","Not main scheme application","35","25","0.7030000000000001","5"
"2023","SQA Only","Black","Not main scheme applicant","Not main scheme application","30","25","0.839","10"
"2010","IB Only","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","IB Only","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","IB Only","Black","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2013","IB Only","Black","Not main scheme applicant","Not main scheme application","15","10","0.857","5"
"2014","IB Only","Black","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2015","IB Only","Black","Not main scheme applicant","Not main scheme application","15","10","0.857","0"
"2016","IB Only","Black","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2017","IB Only","Black","Not main scheme applicant","Not main scheme application","15","15","0.867","0"
"2018","IB Only","Black","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","IB Only","Black","Not main scheme applicant","Not main scheme application","15","15","0.929","0"
"2020","IB Only","Black","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2021","IB Only","Black","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2022","IB Only","Black","Not main scheme applicant","Not main scheme application","15","10"," ","0"
"2023","IB Only","Black","Not main scheme applicant","Not main scheme application","20","15","0.778","0"
"2012","A level & WB","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","A level & WB","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","A level & WB","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","A level & WB","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","Cambridge Technicals only","Black","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2015","Cambridge Technicals only","Black","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2017","Cambridge Technicals only","Black","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2018","Cambridge Technicals only","Black","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","Cambridge Technicals only","Black","Not main scheme applicant","Not main scheme application","30","30","0.969","0"
"2020","Cambridge Technicals only","Black","Not main scheme applicant","Not main scheme application","25","20","0.778","0"
"2021","Cambridge Technicals only","Black","Not main scheme applicant","Not main scheme application","30","25","0.897","0"
"2022","Cambridge Technicals only","Black","Not main scheme applicant","Not main scheme application","20","15","0.842","0"
"2023","Cambridge Technicals only","Black","Not main scheme applicant","Not main scheme application","40","35","0.923","5"
"2009","Access to HE only","Black","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2010","Access to HE only","Black","Not main scheme applicant","Not main scheme application","15","15","0.929","5"
"2011","Access to HE only","Black","Not main scheme applicant","Not main scheme application","40","35","0.9470000000000001","0"
"2012","Access to HE only","Black","Not main scheme applicant","Not main scheme application","145","130","0.903","30"
"2013","Access to HE only","Black","Not main scheme applicant","Not main scheme application","175","155","0.879","55"
"2014","Access to HE only","Black","Not main scheme applicant","Not main scheme application","180","170","0.9500000000000001","35"
"2015","Access to HE only","Black","Not main scheme applicant","Not main scheme application","175","160","0.91","35"
"2016","Access to HE only","Black","Not main scheme applicant","Not main scheme application","265","230","0.858","85"
"2017","Access to HE only","Black","Not main scheme applicant","Not main scheme application","345","315","0.913","75"
"2018","Access to HE only","Black","Not main scheme applicant","Not main scheme application","305","265","0.866","50"
"2019","Access to HE only","Black","Not main scheme applicant","Not main scheme application","380","335","0.88","50"
"2020","Access to HE only","Black","Not main scheme applicant","Not main scheme application","410","335","0.8220000000000001","65"
"2021","Access to HE only","Black","Not main scheme applicant","Not main scheme application","180","150","0.844","35"
"2022","Access to HE only","Black","Not main scheme applicant","Not main scheme application","230","165","0.721","80"
"2023","Access to HE only","Black","Not main scheme applicant","Not main scheme application","315","240","0.762","75"
"2016","A level & Cambridge Technicals","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","A level & Cambridge Technicals","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","A level & Cambridge Technicals","Black","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","A level & Cambridge Technicals","Black","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","A level & Cambridge Technicals","Black","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2021","A level & Cambridge Technicals","Black","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2022","A level & Cambridge Technicals","Black","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","A level & Cambridge Technicals","Black","Not main scheme applicant","Not main scheme application","25","25","0.9580000000000001","0"
"2008","Other","Black","Not main scheme applicant","Not main scheme application","1590","1560","0.982","855"
"2009","Other","Black","Not main scheme applicant","Not main scheme application","1600","1375","0.858","1115"
"2010","Other","Black","Not main scheme applicant","Not main scheme application","1835","1645","0.896","1050"
"2011","Other","Black","Not main scheme applicant","Not main scheme application","1840","1515","0.8220000000000001","1210"
"2012","Other","Black","Not main scheme applicant","Not main scheme application","2685","2350","0.876","900"
"2013","Other","Black","Not main scheme applicant","Not main scheme application","3085","2755","0.893","985"
"2014","Other","Black","Not main scheme applicant","Not main scheme application","4760","4435","0.932","835"
"2015","Other","Black","Not main scheme applicant","Not main scheme application","4630","4285","0.925","865"
"2016","Other","Black","Not main scheme applicant","Not main scheme application","3505","3185","0.908","700"
"2017","Other","Black","Not main scheme applicant","Not main scheme application","4785","4405","0.92","625"
"2018","Other","Black","Not main scheme applicant","Not main scheme application","5795","5465","0.9440000000000001","445"
"2019","Other","Black","Not main scheme applicant","Not main scheme application","7840","7275","0.928","500"
"2020","Other","Black","Not main scheme applicant","Not main scheme application","5245","4685","0.894","675"
"2021","Other","Black","Not main scheme applicant","Not main scheme application","6175","5595","0.905","400"
"2022","Other","Black","Not main scheme applicant","Not main scheme application","6695","5985","0.894","580"
"2023","Other","Black","Not main scheme applicant","Not main scheme application","8380","7445","0.889","630"
"2011","A level Only (With extended project)","Asian","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","A level Only (With extended project)","Asian","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","A level Only (With extended project)","Asian","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001","0"
"2014","A level Only (With extended project)","Asian","Not main scheme applicant","Not main scheme application","15","15","0.867","0"
"2015","A level Only (With extended project)","Asian","Not main scheme applicant","Not main scheme application","15","15","0.933","0"
"2016","A level Only (With extended project)","Asian","Not main scheme applicant","Not main scheme application","25","20","0.9570000000000001","0"
"2017","A level Only (With extended project)","Asian","Not main scheme applicant","Not main scheme application","40","35","0.902","5"
"2018","A level Only (With extended project)","Asian","Not main scheme applicant","Not main scheme application","30","25","0.839","5"
"2019","A level Only (With extended project)","Asian","Not main scheme applicant","Not main scheme application","55","50","0.926","5"
