"Year","Qualification group","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","Other","Other","All","Main scheme application","2920","1730","0.593","0"
"2021","Other","Other","All","Main scheme application","3195","1720","0.538","0"
"2022","Other","Other","All","Main scheme application","3945","2005","0.509","0"
"2023","Other","Other","All","Main scheme application","5235","2580","0.493","0"
"2008","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","5","5"," ","0"
"2009","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","30","20","0.645","0"
"2010","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","90","70","0.795","0"
"2011","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","125","100","0.786","0"
"2012","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","145","110","0.769","0"
"2013","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","150","120","0.776","0"
"2014","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","160","115","0.725","0"
"2015","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","235","185","0.78","0"
"2016","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","225","170","0.744","0"
"2017","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","280","210","0.749","0"
"2018","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","320","250","0.78","0"
"2019","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","320","235","0.729","0"
"2020","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","360","255","0.709","0"
"2021","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","420","330","0.785","0"
"2022","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","415","285","0.6880000000000001","0"
"2023","A level Only (With extended project)","Unknown or Prefer Not To Say","All","Main scheme application","440","320","0.733","0"
"2008","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","2750","2005","0.728","0"
"2009","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","2150","1550","0.721","0"
"2010","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","2075","1445","0.6980000000000001","0"
"2011","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","2005","1345","0.67","0"
"2012","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","1620","1065","0.657","0"
"2013","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","1495","995","0.665","0"
"2014","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","1425","880","0.618","0"
"2015","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","1715","1135","0.663","0"
"2016","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","1820","1200","0.659","0"
"2017","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","1730","1160","0.671","0"
"2018","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","1735","1150","0.664","0"
"2019","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","1715","1155","0.673","0"
"2020","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","1750","1165","0.665","0"
"2021","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","1920","1325","0.6900000000000001","0"
"2022","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","1835","1185","0.647","0"
"2023","A level Only (Without extended project)","Unknown or Prefer Not To Say","All","Main scheme application","1820","1220","0.671","0"
"2008","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","60","35","0.638","0"
"2009","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","80","60","0.734","0"
"2010","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","80","45","0.603","0"
"2011","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","130","80","0.641","0"
"2012","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","245","145","0.584","0"
"2013","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","305","200","0.655","0"
"2014","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","340","220","0.644","0"
"2015","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","475","315","0.667","0"
"2016","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","520","350","0.674","0"
"2017","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","515","375","0.728","0"
"2018","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","440","325","0.738","0"
"2019","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","435","310","0.717","0"
"2020","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","445","315","0.713","0"
"2021","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","505","345","0.678","0"
"2022","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","415","275","0.661","0"
"2023","BTEC Only","Unknown or Prefer Not To Say","All","Main scheme application","390","255","0.652","0"
"2008","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","20","15","0.85","0"
"2009","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","25","15","0.583","0"
"2010","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","35","25","0.714","0"
"2011","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","45","25","0.628","0"
"2012","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","105","75","0.6920000000000001","0"
"2013","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","140","100","0.705","0"
"2014","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","135","95","0.7010000000000001","0"
"2015","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","215","155","0.718","0"
"2016","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","250","180","0.726","0"
"2017","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","200","145","0.711","0"
"2018","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","165","125","0.747","0"
"2019","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","165","110","0.677","0"
"2020","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","195","145","0.744","0"
"2021","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","205","155","0.748","0"
"2022","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","180","135","0.75","0"
"2023","A level & BTEC","Unknown or Prefer Not To Say","All","Main scheme application","180","135","0.75","0"
"2008","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","140","95","0.676","0"
"2009","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","120","85","0.72","0"
"2010","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","135","85","0.61","0"
"2011","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","120","80","0.669","0"
"2012","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","110","60","0.537","0"
"2013","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","155","85","0.556","0"
"2014","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","120","75","0.613","0"
"2015","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","190","110","0.584","0"
"2016","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","220","135","0.608","0"
"2017","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","230","145","0.632","0"
"2018","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","260","180","0.6900000000000001","0"
"2019","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","280","190","0.68","0"
"2020","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","255","180","0.708","0"
"2021","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","295","195","0.658","0"
"2022","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","270","180","0.669","0"
"2023","SQA Only","Unknown or Prefer Not To Say","All","Main scheme application","275","205","0.747","0"
"2008","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","125","100","0.802","0"
"2009","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","35","30","0.8","0"
"2010","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","50","30","0.549","0"
"2011","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","85","60","0.711","0"
"2012","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","65","40","0.627","0"
"2013","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","55","40","0.704","0"
"2014","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","45","25","0.628","0"
"2015","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","80","55","0.709","0"
"2016","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","85","60","0.6900000000000001","0"
"2017","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","85","60","0.714","0"
"2018","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","95","75","0.8170000000000001","0"
"2019","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","75","50","0.712","0"
"2020","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","80","55","0.718","0"
"2021","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","85","65","0.786","0"
"2022","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","95","60","0.624","0"
"2023","IB Only","Unknown or Prefer Not To Say","All","Main scheme application","90","70","0.767","0"
"2008","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","5","5"," ","0"
"2009","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","10","10"," ","0"
"2010","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","10","10","0.909","0"
"2011","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","30","25","0.862","0"
"2012","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","25","20","0.84","0"
"2013","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","15","15","0.8240000000000001","0"
"2014","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","25","20","0.667","0"
"2015","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","25","20","0.704","0"
"2016","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","35","25","0.758","0"
"2017","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","30","30","0.9380000000000001","0"
"2018","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","30","20","0.733","0"
"2019","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","25","15","0.667","0"
"2020","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","20","10","0.5","0"
"2021","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","15","10","0.647","0"
"2022","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","25","20","0.6920000000000001","0"
"2023","A level & WB","Unknown or Prefer Not To Say","All","Main scheme application","15","15","0.933","0"
"2014","Cambridge Technicals only","Unknown or Prefer Not To Say","All","Main scheme application","5","5"," ","0"
"2015","Cambridge Technicals only","Unknown or Prefer Not To Say","All","Main scheme application","5","5"," ","0"
"2016","Cambridge Technicals only","Unknown or Prefer Not To Say","All","Main scheme application","5","5"," ","0"
"2017","Cambridge Technicals only","Unknown or Prefer Not To Say","All","Main scheme application","5","0"," ","0"
"2018","Cambridge Technicals only","Unknown or Prefer Not To Say","All","Main scheme application","15","10"," ","0"
"2019","Cambridge Technicals only","Unknown or Prefer Not To Say","All","Main scheme application","15","15","0.8240000000000001","0"
"2020","Cambridge Technicals only","Unknown or Prefer Not To Say","All","Main scheme application","20","15","0.8","0"
"2021","Cambridge Technicals only","Unknown or Prefer Not To Say","All","Main scheme application","20","20","0.857","0"
"2022","Cambridge Technicals only","Unknown or Prefer Not To Say","All","Main scheme application","40","30","0.75","0"
"2023","Cambridge Technicals only","Unknown or Prefer Not To Say","All","Main scheme application","30","15","0.586","0"
"2009","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","15","10","0.769","0"
"2010","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","5","0"," ","0"
"2011","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","5","0"," ","0"
"2012","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","60","35","0.617","0"
"2013","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","170","110","0.663","0"
"2014","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","175","105","0.613","0"
"2015","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","200","130","0.65","0"
"2016","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","240","125","0.529","0"
"2017","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","260","175","0.68","0"
"2018","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","230","160","0.7020000000000001","0"
"2019","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","225","150","0.664","0"
"2020","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","265","175","0.665","0"
"2021","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","255","180","0.6960000000000001","0"
"2022","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","240","140","0.59","0"
"2023","Access to HE only","Unknown or Prefer Not To Say","All","Main scheme application","250","155","0.611","0"
"2014","A level & Cambridge Technicals","Unknown or Prefer Not To Say","All","Main scheme application","5","5"," ","0"
"2015","A level & Cambridge Technicals","Unknown or Prefer Not To Say","All","Main scheme application","10","5"," ","0"
"2016","A level & Cambridge Technicals","Unknown or Prefer Not To Say","All","Main scheme application","20","15","0.762","0"
"2017","A level & Cambridge Technicals","Unknown or Prefer Not To Say","All","Main scheme application","10","5"," ","0"
"2018","A level & Cambridge Technicals","Unknown or Prefer Not To Say","All","Main scheme application","20","15","0.778","0"
"2019","A level & Cambridge Technicals","Unknown or Prefer Not To Say","All","Main scheme application","25","15","0.667","0"
"2020","A level & Cambridge Technicals","Unknown or Prefer Not To Say","All","Main scheme application","30","25","0.793","0"
"2021","A level & Cambridge Technicals","Unknown or Prefer Not To Say","All","Main scheme application","45","30","0.651","0"
"2022","A level & Cambridge Technicals","Unknown or Prefer Not To Say","All","Main scheme application","45","30","0.721","0"
"2023","A level & Cambridge Technicals","Unknown or Prefer Not To Say","All","Main scheme application","40","25","0.6","0"
"2008","Other","Unknown or Prefer Not To Say","All","Main scheme application","2535","1380","0.545","0"
"2009","Other","Unknown or Prefer Not To Say","All","Main scheme application","1670","925","0.555","0"
"2010","Other","Unknown or Prefer Not To Say","All","Main scheme application","1900","940","0.496","0"
"2011","Other","Unknown or Prefer Not To Say","All","Main scheme application","1755","825","0.47000000000000003","0"
"2012","Other","Unknown or Prefer Not To Say","All","Main scheme application","1165","535","0.458","0"
"2013","Other","Unknown or Prefer Not To Say","All","Main scheme application","1075","525","0.487","0"
"2014","Other","Unknown or Prefer Not To Say","All","Main scheme application","1110","505","0.455","0"
"2015","Other","Unknown or Prefer Not To Say","All","Main scheme application","1395","695","0.499","0"
"2016","Other","Unknown or Prefer Not To Say","All","Main scheme application","1445","755","0.521","0"
"2017","Other","Unknown or Prefer Not To Say","All","Main scheme application","1350","745","0.553","0"
"2018","Other","Unknown or Prefer Not To Say","All","Main scheme application","1520","820","0.538","0"
"2019","Other","Unknown or Prefer Not To Say","All","Main scheme application","2075","1395","0.672","0"
"2020","Other","Unknown or Prefer Not To Say","All","Main scheme application","2120","1385","0.653","0"
"2021","Other","Unknown or Prefer Not To Say","All","Main scheme application","1940","1170","0.604","0"
"2022","Other","Unknown or Prefer Not To Say","All","Main scheme application","1725","955","0.553","0"
"2023","Other","Unknown or Prefer Not To Say","All","Main scheme application","2065","1160","0.562","0"
"2008","All","White","All","Not main scheme application","35015","33210","0.9480000000000001","3050"
"2009","All","White","All","Not main scheme application","39965","35490","0.888","4105"
"2010","All","White","All","Not main scheme application","41290","35095","0.85","3230"
"2011","All","White","All","Not main scheme application","46045","37900","0.8230000000000001","2960"
"2012","All","White","All","Not main scheme application","46645","40370","0.865","2185"
"2013","All","White","All","Not main scheme application","48245","42570","0.882","2365"
"2014","All","White","All","Not main scheme application","48565","42115","0.867","2095"
"2015","All","White","All","Not main scheme application","51795","45735","0.883","2415"
"2016","All","White","All","Not main scheme application","51805","45570","0.88","2095"
"2017","All","White","All","Not main scheme application","53605","48130","0.898","1890"
"2018","All","White","All","Not main scheme application","54915","50240","0.915","1660"
"2019","All","White","All","Not main scheme application","59090","54305","0.919","1765"
"2020","All","White","All","Not main scheme application","68340","63150","0.924","2920"
"2021","All","White","All","Not main scheme application","54090","48715","0.901","1480"
"2022","All","White","All","Not main scheme application","65595","59075","0.901","2075"
"2023","All","White","All","Not main scheme application","63835","57840","0.906","2015"
"2008","All","Black","All","Not main scheme application","6480","5905","0.911","945"
"2009","All","Black","All","Not main scheme application","8010","6220","0.777","1255"
"2010","All","Black","All","Not main scheme application","10660","7880","0.739","1235"
"2011","All","Black","All","Not main scheme application","13535","9340","0.6900000000000001","1470"
"2012","All","Black","All","Not main scheme application","14365","10835","0.754","1080"
"2013","All","Black","All","Not main scheme application","14115","11025","0.781","1215"
"2014","All","Black","All","Not main scheme application","16775","13610","0.811","1090"
"2015","All","Black","All","Not main scheme application","16880","13815","0.8180000000000001","1145"
"2016","All","Black","All","Not main scheme application","16025","12905","0.805","1010"
"2017","All","Black","All","Not main scheme application","15985","13645","0.854","880"
"2018","All","Black","All","Not main scheme application","15735","14040","0.892","620"
"2019","All","Black","All","Not main scheme application","18565","16640","0.896","665"
"2020","All","Black","All","Not main scheme application","15810","13875","0.878","900"
"2021","All","Black","All","Not main scheme application","15185","13120","0.864","555"
"2022","All","Black","All","Not main scheme application","18015","15365","0.853","800"
"2023","All","Black","All","Not main scheme application","20890","18130","0.868","870"
"2008","All","Asian","All","Not main scheme application","9615","9065","0.9430000000000001","585"
"2009","All","Asian","All","Not main scheme application","10740","9465","0.881","720"
"2010","All","Asian","All","Not main scheme application","12125","10360","0.854","720"
"2011","All","Asian","All","Not main scheme application","13855","11365","0.8200000000000001","780"
"2012","All","Asian","All","Not main scheme application","14150","12270","0.867","475"
"2013","All","Asian","All","Not main scheme application","13940","12240","0.878","500"
"2014","All","Asian","All","Not main scheme application","15455","13610","0.88","515"
"2015","All","Asian","All","Not main scheme application","16365","14605","0.893","540"
"2016","All","Asian","All","Not main scheme application","17170","15250","0.888","460"
"2017","All","Asian","All","Not main scheme application","17395","15580","0.896","420"
"2018","All","Asian","All","Not main scheme application","17900","16345","0.913","350"
"2019","All","Asian","All","Not main scheme application","20900","19060","0.912","380"
"2020","All","Asian","All","Not main scheme application","21045","19365","0.92","455"
"2021","All","Asian","All","Not main scheme application","18765","16830","0.897","315"
"2022","All","Asian","All","Not main scheme application","22990","20215","0.879","500"
"2023","All","Asian","All","Not main scheme application","28775","25690","0.893","555"
"2008","All","Mixed","All","Not main scheme application","1970","1830","0.929","195"
"2009","All","Mixed","All","Not main scheme application","2350","2045","0.869","265"
"2010","All","Mixed","All","Not main scheme application","2730","2280","0.835","225"
"2011","All","Mixed","All","Not main scheme application","3290","2690","0.8180000000000001","260"
"2012","All","Mixed","All","Not main scheme application","3400","2945","0.866","185"
"2013","All","Mixed","All","Not main scheme application","3605","3165","0.877","220"
"2014","All","Mixed","All","Not main scheme application","4120","3625","0.88","165"
"2015","All","Mixed","All","Not main scheme application","4375","3910","0.894","225"
"2016","All","Mixed","All","Not main scheme application","4465","3925","0.88","165"
"2017","All","Mixed","All","Not main scheme application","4705","4225","0.898","190"
"2018","All","Mixed","All","Not main scheme application","5020","4615","0.919","125"
"2019","All","Mixed","All","Not main scheme application","5560","5095","0.917","150"
"2020","All","Mixed","All","Not main scheme application","6115","5600","0.916","225"
"2021","All","Mixed","All","Not main scheme application","5175","4660","0.901","140"
"2022","All","Mixed","All","Not main scheme application","6500","5790","0.891","200"
"2023","All","Mixed","All","Not main scheme application","7285","6575","0.902","210"
"2008","All","Other","All","Not main scheme application","920","850","0.928","85"
"2009","All","Other","All","Not main scheme application","1130","950","0.842","105"
"2010","All","Other","All","Not main scheme application","1440","1210","0.839","120"
"2011","All","Other","All","Not main scheme application","1565","1290","0.8250000000000001","130"
"2012","All","Other","All","Not main scheme application","2135","1855","0.869","120"
"2013","All","Other","All","Not main scheme application","2250","1965","0.874","135"
"2014","All","Other","All","Not main scheme application","2600","2290","0.881","135"
"2015","All","Other","All","Not main scheme application","2860","2555","0.893","135"
"2016","All","Other","All","Not main scheme application","2925","2575","0.88","105"
"2017","All","Other","All","Not main scheme application","3275","3000","0.916","100"
"2018","All","Other","All","Not main scheme application","3320","3015","0.907","90"
"2019","All","Other","All","Not main scheme application","3925","3565","0.909","110"
"2020","All","Other","All","Not main scheme application","4150","3735","0.9","135"
"2021","All","Other","All","Not main scheme application","4185","3705","0.886","85"
"2022","All","Other","All","Not main scheme application","6120","5390","0.88","150"
"2023","All","Other","All","Not main scheme application","6815","6030","0.885","185"
"2008","All","Unknown or Prefer Not To Say","All","Not main scheme application","19280","18835","0.977","170"
"2009","All","Unknown or Prefer Not To Say","All","Not main scheme application","14735","14335","0.973","95"
"2010","All","Unknown or Prefer Not To Say","All","Not main scheme application","4190","3980","0.9500000000000001","80"
"2011","All","Unknown or Prefer Not To Say","All","Not main scheme application","2610","2390","0.915","85"
"2012","All","Unknown or Prefer Not To Say","All","Not main scheme application","2895","2685","0.926","75"
"2013","All","Unknown or Prefer Not To Say","All","Not main scheme application","3470","3270","0.9430000000000001","75"
"2014","All","Unknown or Prefer Not To Say","All","Not main scheme application","3360","3160","0.9400000000000001","65"
"2015","All","Unknown or Prefer Not To Say","All","Not main scheme application","3660","3440","0.9400000000000001","85"
"2016","All","Unknown or Prefer Not To Say","All","Not main scheme application","3520","3285","0.933","85"
"2017","All","Unknown or Prefer Not To Say","All","Not main scheme application","3690","3475","0.9420000000000001","85"
"2018","All","Unknown or Prefer Not To Say","All","Not main scheme application","5895","5640","0.9560000000000001","150"
"2019","All","Unknown or Prefer Not To Say","All","Not main scheme application","7110","6780","0.9540000000000001","120"
"2020","All","Unknown or Prefer Not To Say","All","Not main scheme application","4705","4430","0.9420000000000001","120"
"2021","All","Unknown or Prefer Not To Say","All","Not main scheme application","4965","4675","0.9420000000000001","55"
"2022","All","Unknown or Prefer Not To Say","All","Not main scheme application","5085","4735","0.931","75"
"2023","All","Unknown or Prefer Not To Say","All","Not main scheme application","6895","6525","0.9460000000000001","105"
"2008","All","White","All","Main scheme application","361125","271880","0.753","0"
"2009","All","White","All","Main scheme application","395450","289675","0.733","0"
"2010","All","White","All","Main scheme application","435250","295235","0.678","0"
"2011","All","White","All","Main scheme application","432640","294170","0.68","0"
"2012","All","White","All","Main scheme application","389325","267070","0.686","0"
"2013","All","White","All","Main scheme application","400240","285020","0.712","0"
"2014","All","White","All","Main scheme application","409610","291050","0.711","0"
"2015","All","White","All","Main scheme application","411735","295440","0.718","0"
"2016","All","White","All","Main scheme application","407790","294120","0.721","0"
"2017","All","White","All","Main scheme application","388450","285985","0.736","0"
"2018","All","White","All","Main scheme application","370980","275250","0.742","0"
"2019","All","White","All","Main scheme application","358790","264965","0.738","0"
"2020","All","White","All","Main scheme application","359150","273710","0.762","0"
"2021","All","White","All","Main scheme application","383050","287770","0.751","0"
"2022","All","White","All","Main scheme application","370130","267590","0.723","0"
"2023","All","White","All","Main scheme application","344050","249670","0.726","0"
"2008","All","Black","All","Main scheme application","29885","17105","0.5720000000000001","0"
"2009","All","Black","All","Main scheme application","35280","19020","0.539","0"
"2010","All","Black","All","Main scheme application","41655","19280","0.463","0"
"2011","All","Black","All","Main scheme application","44500","20345","0.457","0"
"2012","All","Black","All","Main scheme application","42250","19955","0.47200000000000003","0"
"2013","All","Black","All","Main scheme application","42170","21460","0.509","0"
"2014","All","Black","All","Main scheme application","44295","22385","0.505","0"
"2015","All","Black","All","Main scheme application","45495","23630","0.519","0"
"2016","All","Black","All","Main scheme application","46455","24930","0.537","0"
"2017","All","Black","All","Main scheme application","42580","24595","0.578","0"
"2018","All","Black","All","Main scheme application","40700","24855","0.611","0"
"2019","All","Black","All","Main scheme application","41710","25515","0.612","0"
"2020","All","Black","All","Main scheme application","44020","27975","0.635","0"
"2021","All","Black","All","Main scheme application","47795","29530","0.618","0"
"2022","All","Black","All","Main scheme application","49930","29225","0.585","0"
"2023","All","Black","All","Main scheme application","51240","29555","0.577","0"
"2008","All","Asian","All","Main scheme application","43960","28210","0.642","0"
"2009","All","Asian","All","Main scheme application","47805","29695","0.621","0"
"2010","All","Asian","All","Main scheme application","53040","30370","0.5730000000000001","0"
"2011","All","Asian","All","Main scheme application","56175","31835","0.5670000000000001","0"
"2012","All","Asian","All","Main scheme application","53005","30275","0.5710000000000001","0"
"2013","All","Asian","All","Main scheme application","54770","33410","0.61","0"
"2014","All","Asian","All","Main scheme application","57760","34795","0.602","0"
"2015","All","Asian","All","Main scheme application","60530","37180","0.614","0"
"2016","All","Asian","All","Main scheme application","62160","38520","0.62","0"
"2017","All","Asian","All","Main scheme application","61230","39180","0.64","0"
"2018","All","Asian","All","Main scheme application","62210","39920","0.642","0"
"2019","All","Asian","All","Main scheme application","65615","41395","0.631","0"
"2020","All","Asian","All","Main scheme application","68710","44345","0.645","0"
"2021","All","Asian","All","Main scheme application","74655","50610","0.678","0"
"2022","All","Asian","All","Main scheme application","79020","48980","0.62","0"
"2023","All","Asian","All","Main scheme application","81895","48835","0.596","0"
"2008","All","Mixed","All","Main scheme application","14645","10295","0.7030000000000001","0"
"2009","All","Mixed","All","Main scheme application","16590","11250","0.678","0"
"2010","All","Mixed","All","Main scheme application","18965","11890","0.627","0"
"2011","All","Mixed","All","Main scheme application","20110","12795","0.636","0"
"2012","All","Mixed","All","Main scheme application","18445","11860","0.643","0"
"2013","All","Mixed","All","Main scheme application","19480","13075","0.671","0"
"2014","All","Mixed","All","Main scheme application","21120","14075","0.666","0"
"2015","All","Mixed","All","Main scheme application","22515","15420","0.685","0"
"2016","All","Mixed","All","Main scheme application","23300","15940","0.684","0"
"2017","All","Mixed","All","Main scheme application","23195","16240","0.7000000000000001","0"
"2018","All","Mixed","All","Main scheme application","23155","16285","0.7030000000000001","0"
"2019","All","Mixed","All","Main scheme application","24080","16875","0.7010000000000001","0"
"2020","All","Mixed","All","Main scheme application","25325","18285","0.722","0"
"2021","All","Mixed","All","Main scheme application","28180","20485","0.727","0"
"2022","All","Mixed","All","Main scheme application","30300","21065","0.6950000000000001","0"
"2023","All","Mixed","All","Main scheme application","30715","21110","0.687","0"
"2008","All","Other","All","Main scheme application","4820","3020","0.627","0"
"2009","All","Other","All","Main scheme application","5220","3105","0.594","0"
"2010","All","Other","All","Main scheme application","5955","3200","0.538","0"
"2011","All","Other","All","Main scheme application","6300","3415","0.542","0"
"2012","All","Other","All","Main scheme application","7325","4045","0.552","0"
"2013","All","Other","All","Main scheme application","7415","4225","0.5700000000000001","0"
"2014","All","Other","All","Main scheme application","8210","4695","0.5720000000000001","0"
"2015","All","Other","All","Main scheme application","8705","5170","0.594","0"
"2016","All","Other","All","Main scheme application","9090","5440","0.599","0"
"2017","All","Other","All","Main scheme application","9405","5840","0.621","0"
"2018","All","Other","All","Main scheme application","9520","5965","0.626","0"
"2019","All","Other","All","Main scheme application","10475","6495","0.62","0"
"2020","All","Other","All","Main scheme application","11230","7205","0.642","0"
"2021","All","Other","All","Main scheme application","12340","8080","0.655","0"
"2022","All","Other","All","Main scheme application","14150","8630","0.61","0"
"2023","All","Other","All","Main scheme application","16070","9360","0.582","0"
"2008","All","Unknown or Prefer Not To Say","All","Main scheme application","5645","3645","0.646","0"
"2009","All","Unknown or Prefer Not To Say","All","Main scheme application","4130","2700","0.654","0"
