"Year","Subject group HECoS","Detailed subject group HECoS","Provider country","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","All","30625","18580","0.607"
"2020","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","All","32430","19615","0.605"
"2021","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","All","32945","19555","0.593"
"2022","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","All","35270","20080","0.5690000000000001"
"2023","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","All","34475","20410","0.592"
"2019","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","All","580","405","0.6970000000000001"
"2020","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","All","555","355","0.636"
"2021","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","All","585","395","0.672"
"2022","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","All","635","425","0.673"
"2023","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","All","655","445","0.679"
"2019","(CAH13) architecture, building and planning","(CAH13-01-02) building","All","12260","10580","0.863"
"2020","(CAH13) architecture, building and planning","(CAH13-01-02) building","All","12345","10830","0.877"
"2021","(CAH13) architecture, building and planning","(CAH13-01-02) building","All","13630","12085","0.887"
"2022","(CAH13) architecture, building and planning","(CAH13-01-02) building","All","13840","12540","0.906"
"2023","(CAH13) architecture, building and planning","(CAH13-01-02) building","All","12645","11130","0.88"
"2019","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","All","4955","4170","0.842"
"2020","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","All","5510","4660","0.846"
"2021","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","All","4880","3820","0.783"
"2022","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","All","4995","3725","0.746"
"2023","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","All","4825","3555","0.737"
"2019","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","All","880","430","0.49"
"2020","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","All","1010","575","0.5690000000000001"
"2021","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","All","1265","550","0.435"
"2022","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","All","1515","765","0.505"
"2023","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","All","1100","580","0.525"
"2019","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","All","14745","3100","0.21"
"2020","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","All","15925","3245","0.20400000000000001"
"2021","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","All","17295","2720","0.157"
"2022","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","All","19595","1990","0.10200000000000001"
"2023","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","All","23115","2415","0.10400000000000001"
"2019","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","All","82050","22355","0.272"
"2020","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","All","85295","22260","0.261"
"2021","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","All","103665","20085","0.194"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","All","108390","16140","0.149"
"2023","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","All","98840","19085","0.193"
"2019","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","All","1890","1560","0.8250000000000001"
"2020","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","All","2085","1735","0.8320000000000001"
"2021","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","All","1855","1485","0.8"
"2022","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","All","2395","1500","0.627"
"2023","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","All","2565","1820","0.71"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","All","58135","48930","0.842"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","All","52820","45025","0.852"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","All","51520","42885","0.8320000000000001"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","All","51350","40965","0.798"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","All","52345","42430","0.811"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","All","4020","3415","0.849"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","All","3775","3255","0.862"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","All","3735","3155","0.845"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","All","4475","3650","0.8160000000000001"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","All","5135","4265","0.8310000000000001"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","All","6345","5475","0.863"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","All","6040","5175","0.857"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","All","6275","5300","0.845"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","All","7530","5550","0.737"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","All","8195","6310","0.77"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","All","6240","4425","0.709"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","All","6145","4360","0.71"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","All","5865","4325","0.737"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","All","6375","4485","0.704"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","All","6265","4480","0.715"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","All","20515","15380","0.75"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","All","20005","15190","0.759"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","All","20420","15045","0.737"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","All","21725","15095","0.6950000000000001"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","All","21665","15435","0.712"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","All","4480","3845","0.858"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","All","4390","3775","0.859"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","All","3955","3290","0.8320000000000001"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","All","3980","3275","0.8230000000000001"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","All","4000","3380","0.845"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","All","105","85","0.8160000000000001"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","All","145","105","0.732"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","All","120","95","0.778"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","All","135","115","0.859"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","All","165","135","0.81"
"2019","(CAH11) computing","(CAH11-01-08) others in computing","All","4980","4385","0.88"
"2020","(CAH11) computing","(CAH11-01-08) others in computing","All","4830","4250","0.88"
"2021","(CAH11) computing","(CAH11-01-08) others in computing","All","4320","3800","0.88"
"2022","(CAH11) computing","(CAH11-01-08) others in computing","All","4860","4025","0.8280000000000001"
"2023","(CAH11) computing","(CAH11-01-08) others in computing","All","5265","4250","0.807"
"2019","(CAH11) computing","(CAH11-01-05) artificial intelligence","All","4210","2305","0.547"
"2020","(CAH11) computing","(CAH11-01-05) artificial intelligence","All","5390","2775","0.515"
"2021","(CAH11) computing","(CAH11-01-05) artificial intelligence","All","6035","2835","0.46900000000000003"
"2022","(CAH11) computing","(CAH11-01-05) artificial intelligence","All","5985","2920","0.488"
"2023","(CAH11) computing","(CAH11-01-05) artificial intelligence","All","6715","3515","0.524"
"2019","(CAH11) computing","(CAH11-01-07) business computing","All","5455","4640","0.85"
"2020","(CAH11) computing","(CAH11-01-07) business computing","All","4545","3995","0.879"
"2021","(CAH11) computing","(CAH11-01-07) business computing","All","4105","3635","0.885"
"2022","(CAH11) computing","(CAH11-01-07) business computing","All","4385","3685","0.841"
"2023","(CAH11) computing","(CAH11-01-07) business computing","All","3885","3175","0.8180000000000001"
"2019","(CAH11) computing","(CAH11-01-06) computer games and animation","All","21630","16790","0.776"
"2020","(CAH11) computing","(CAH11-01-06) computer games and animation","All","21330","16645","0.78"
"2021","(CAH11) computing","(CAH11-01-06) computer games and animation","All","21075","16870","0.801"
"2022","(CAH11) computing","(CAH11-01-06) computer games and animation","All","25910","19875","0.767"
"2023","(CAH11) computing","(CAH11-01-06) computer games and animation","All","26255","20550","0.783"
"2019","(CAH11) computing","(CAH11-01-01) computer science","All","91365","67050","0.734"
"2020","(CAH11) computing","(CAH11-01-01) computer science","All","95585","70055","0.733"
"2021","(CAH11) computing","(CAH11-01-01) computer science","All","97005","66955","0.6900000000000001"
"2022","(CAH11) computing","(CAH11-01-01) computer science","All","111595","73190","0.656"
"2023","(CAH11) computing","(CAH11-01-01) computer science","All","123375","79525","0.645"
"2019","(CAH11) computing","(CAH11-01-02) information technology","All","3710","3165","0.854"
"2020","(CAH11) computing","(CAH11-01-02) information technology","All","3355","2875","0.857"
