"ID","GaelicKeywords","WordBreaks","GaelicKeywordsTraditionalSpelling","WordClass","WordClassMerged"
"1","uisge, , uisge, , , , , , , , , uisgeachan, , uisgean, , uisgeacha, , uisgidh, , uisgibh, , uisgeachan, , , , , , , , , , , ",", , , , , , , , , , , uisg!eachan, , uisg!ean, , uisg!eacha, , uisg!idh, , uisg!ibh, , uisg!eachan, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"2","gorm, ghorm, guirme, ghuirme, guirmead, ghuirmead, gorma, ghorma, guirm, ghuirm, guirme, ghuirme, guirm, ghuirm, , ",", , , , guirm!ead, ghuirm!ead, , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"3","togam, thogam, tog, togadh, thogadh, togamaid, thogamaid, togaibh, togadh, thogadh, togail, thogail, , , togalachd, thogalachd, , , , , , , , , , , togaidh, thogas, tog, thog, thog, do thog, togta, thogta, thogainn, thogadh, thogamaid, togainn, thogainn, togadh, thogadh, togamaid, thogamaid, togar, togtar, togar, thogar, togar, thogar, thogadh, do thogadh, thogte, thogaiste, thogaist, togte, togaiste, togaist, thogte, thogaiste, thogaist, , ","tog!am, , tog!adh, tog!amaid, tog!aibh, , tog!ail, tho!gail, , , tog!alachd, thog!alachd, , , , , , , , , , , tog!aidh, thog!as, , , , , tog!ta, thog!ta, thog!ainn, thog!adh, thog!amaid, tog!ainn, , , , , , tog!ar, tog!tar, , thog!ar, , , , , thog!te, thog!aiste, thog!aist, tog!te, tog!aiste, tog!aist, , , , , ",", , , , , , , , togbhail, thogbhail, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"4","an seo, ",", ","an-seo, a-seo, ana-seo, ann a' seo, ","co-ghn.","adverb"
"5","deoch-bhiugh, dheoch-bhiugh, deoch-bhiugh, dheoch-bhiugh, , , , , , , , deoch-bhiughan, dheoch-bhiughan, , , , , , , deoch-bhiughaibh, dheoch-bhiughaibh, deoch-bhiughan, dheoch-bhiughan, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"6","taigh, thaigh, taighe, thaighe, , , , , , , , taighean, thaighean, taigheachan, thaigheachan, , , , , taighibh, thaighibh, taighean, thaighean, , , , , , , , , , ",", , , , , , , , , , , thaigh!ean, thaigh!ean, taigh!eachan, thaigh!eachan, , , , , taigh!ibh, thaigh!ibh, , , , , , , , , , , , ","tigh, thigh, tighe, thighe, , , , , , , , tighean, thighean, tigheachan, thigheachan, , , , , tighibh, thighibh, , , , , , , , , , , , ","fir.","noun"
"7","mac, mhac, mic, mhic, , 'ic, 'Ic, , , , , mhic, mic, mhic, , , , , , , macaibh, mhacaibh, mac, mhac, , , , , , , mhaca, , , ",", , , , , , , , , , , , , , , , , , , mac!aibh, mhac!aibh, , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"8","dealbh, dhealbh, deilbh, dheilbh, deilbhe, dheilbhe, dealbha, dhealbha, , , , dealbhan, dhealbhan, dealbhannan, dhealbhannan, , , , , dealbhaibh, dhealbhaibh, dealbhan, dhealbhan, dealbhannan, dhealbhannan, , , , , , , , ",", , , , , , , , , , , dealbh!an, dhealbh!an, dealbh!annan, dhealbh!annan, , , , , dealbh!aibh, dhealbh!aibh, , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"9","leabhar, Leabhar, , leabhair, Leabhair, , , , , , , , leabhair, leabhaire, leabhra, leòra, leabhara, leabhraichean, , , , , , , , leabharaibh, , leabhraichean, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , leabh!raibh, leabhar!aibh, , , , , , , , , , , , , ","leobhar, , leobhair, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"10","caileag, chaileag, caileig, chaileig, caileige, chaileige, , , , , , , chaileag, caileagan, chaileagan, , , , , , , caileagaibh, chaileagaibh, caileagan, chaileagan, , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , caileag!aibh, chaileag!aibh, caileag!an, chaileag!an, , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"11","uinneag, , uinneig, , uinneige, , , , , , , , , uinneagan, , , , , , , , uinneagaibh, , uinneagan, , , , , , , , , , ",", , , , , , , , , , , , , uinneag!an, , , , , , , , uinneag!aibh, , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"12","seòlta, seòilte, sheòlta, sheòilte, seòlta, sheòlta, , , seòlta, sheòlta, seòlta, sheòlta, seòlta, sheòlta, seòlta, sheòlta, , ","seòl!ta, seòil!te, sheòl!ta, sheòil!te, , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"13","freagarrach, fhreagarrach, freagarraiche, fhreagarraiche, , , freagarrach, fhreagarrach, freagarraich, fhreagarraich, freagarraiche, fhreagarraiche, freagarraich, fhreagarraich, , ","freagarr!ach, freag!rach, fhreagarr!ach, fhreag!rach, freagarr!aiche, freag!raiche, fhreagarr!aiche, fhreag!raiche, , , , , freagarr!aich, freag!raich, fhreagarr!aich, fhreag!raich, , , , , , ","freagrach, fhreagrach, freagraiche, fhreagraiche, , , , , freagraich, fhreagraich, , , , , , ","bua.","adjective"
"14","dòbhran, dhòbhran, dòbhrain, dhòbhrain, , , , , , , , dòbhranan, dòbhranan, , , , , , , dòbhranaibh, dhòbhranaibh, dòbhran, dhòbhran, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"15","fliuch, fhliuch, fliche, fliuiche, fhliche, fhliuiche, fliuchad, fhliuchad, fliucha, fhliucha, flich, fliuich, fhlich, fhliuich, fliche, fhliche, flich, fhlich, , ",", , , , fliuch!ad, fhliuch!ad, , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"16","Chathair Cheann Tulaich, Cathair Ceann Tulaich, Cair Ceann Tulaich, Chair Ceann Tulaich, ",", ",", ","ainm-àite","noun"
"17","Na h-Eileanan Siar, nan Eilean Siar, ",", ",", ","ainm-àite","noun"
"18",", , , , , , , , , , , , , , , , , , , , , , , theabas, , , theab, , , , , theabadh, , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , theab!as, , , , , , , , theab!adh, , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"19","Dòmhnall, Dhòmhnall, Dhòmhnaill, Dòmhnaill, , Dhòmhnaill, , ",", , , , , , , ","Dòmhnull, Dhòmhnull, Dhòmhnuill, Dòmhnuill, , , Dòmh', Dhòmh', Dòl, Dhòl, ","ainm pears. fir.","noun"
"20","dùineam, dùin, dùineadh, dùineamaid, dùinibh, dùineadh, dùnadh, dhùnadh, , , , , , , , , , , , , , , dùinidh, dhùineas, dùin, dhùin, dhùin, do dhùin, dùinte, dhùinte, dhùininn, dhùineadh, dhùineamaid, dùininn, dhùininn, dùineadh, dhùineadh, dùineamaid, dhùineamaid, dùinear, dùintear, dùinear, dhùinear, dùinear, dhùinear, dhùineadh, do dhùineadh, dhùinte, dhùiniste, dhùinist, dùinte, dùiniste, dùinist, dhùinte, dhùiniste, dhùinist, , ","dùin!eam, , , , dùin!ibh, , dùn!adh, dhùn!adh, , , , , , , , , , , , , , , dùin!idh, dhùin!eas, , , , , dùin!te, dhùin!te, dhùin!inn, dhùin!eadh, dhùin!eamaid, dùin!inn, , dùin!eadh, , dùin!eamaid, , dùin!ear, dùin!tear, , dhùin!ear, , , , , , dhùin!iste, dhùin!ist, , dùin!iste, dùin!ist, , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"21","a, ",", ",", ","sealbh.","particle"
"22","a, ",", ",", ","sealbh.","particle"
"23","a, ",", ",", ","m.-fh.","particle"
"24","a, ",", ",", ","m.-fh.","particle"
"25","asam, asamsa, , , asad, asadsa, , , às, às-san, , , aiste, aistese, , , asainn, asainne, , , asaibh, asaibhse, , , asta, astasan, , , às an, às a', , , , às na, , , , à, ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","asam-sa, , , asad-sa, , , ás, ás-san, , , aisde, aisdese, aisde-se, aiste-se, , , , , , asaibh-se, , , asta-san, asda, asdasan, asda-san, , , ás an, ás a', , , , ás na, , , , á, ","roi.","preposition"
"26","dèiseag, dhèiseag, dèiseig, dhèiseig, dèiseige, dhèiseige, , , , , , , , dèiseagan, dhèiseagan, , , , , , , dèiseagaibh, dèiseagaibh, dèiseagan, dhèiseagan, , , , , , , , , ",", , , , , , , , , , , , , dèiseag!an, dhèiseag!an, , , , , , , dèiseag!aibh, dèiseag!aibh, , , , , , , , , , , ","déiseag, deidhseag, dhéiseag, dheidhseag, déiseig, deidhseig, dhéiseig, dheidhseig, déiseige, deidhseige, dhéiseige, dheidhseige, , , , , , , , déiseagan, deidhseagan, dhéiseagan, dheidhseagan, , , , , , , déiseagaibh, déiseagaibh, déiseagan, dhéiseagan, , , , , , , , , ","boir.","noun"
"27","abhag, , abhaig, , abhaige, , , , , , , , , abhagan, , , , , , , , abhagaibh, , abhagan, , , , , , , , , , ",", , , , , , , , , , , , , abhag!an, , , , , , , , abhag!aibh, , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"28","abhainn, , abhainn, , aibhne, aibhneadh, , abhna, , abhainne, , abhann, , , aibhnichean, , aibhnean, , abhnaichean, , aibhneachan, , abhainnibh, , , , , , , , , , , , ",", , , , , , , , , , aibh!neadh, , , aibh!nichean, , , , , , aibh!neachan, , abhainn!ibh, , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"29","Eilidh, , Eilidh, , Eilidh, , , , , , ",", , , , , , , , , , ",", , , , , , , , , , ","ainm pears. boir.","noun"
"30","lèir, , lèire, , , , lèire, , lèir, , lèire, , lèir, , , ",", , , , , , , , , , , , , , , ","léir, , léire, , , , , , , , , , , , , ","bua.","adjective"
"31","tapadh, thapadh, tapaidh, thapaidh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",,,"fir.","noun"
"32","morain, mhorain, morain, mhorain, moraine, mhoraine, , , , , , , , morainean, mhorainean, , , , , , , morainibh, mhorainibh, morainean, mhorainean, , , , , , , , , ",", , , , , , , , , , , , , morain!ean, mhorain!ean, , , , , , , morain!ibh, mhorain!ibh, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"33","Obar Phuill, ",", ",", ","ainm-àite","noun"
"34","Obar Chrombaidh, ",", ",", ","ainm-àite","noun"
"35","peitseagach, pheitseagach, peitseagaiche, pheitseagaiche, , , peitseagach, pheitseagach, peitseagaich, pheitseagaich, peitseagaiche, pheitseagaiche, peitseagaich, pheitseagaich, , ","peitseag!ach, pheitseag!ach, peitseag!aiche, pheitseag!aiche, , , , , peitseag!aich, pheitseag!aich, , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"36","cunntas-bheachd, chunntas-bheachd, cunntais-bheachd, chunntais-bheachd, , , , , , , , cunntasan-bheachd, chunntasan-bheachd, , , , , , , , , cunntasan-bheachd, chunntasan-bheachd, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"37","cha robh fiù 's de mhodh aige, ",", ",", ",,NULL
"38","ìoc, ",", ",", ","clsg.","exclamation"
"39","puing-bhrisidh, phuing-bhrisidh, puing-bhrisidh, phuing-bhrisidh, puinge-brisidh, phuinge-brisidh, , , , , , , , puingean-brisidh, phuingean-brisidh, , , , , , , , , puingean-brisidh, phuingean-brisidh, , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"40","ròghnaichear nan dathan, ",", ","róghnaichear nan dathan, ",,NULL
"41","proto-sheòrsa, phroto-sheòrsa, proto-sheòrsa, phroto-sheòrsa, , , , , , , , proto-sheòrsachan, phroto-sheòrsa, , , , , , , proto-sheòrsaibh, phroto-sheòrsaibh, proto-sheòrsachan, phroto-sheòrsachan, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"42","fo-chraobh, fho-chraobh, fo-chraoibh, fho-chraoibh, fo-chraoibhe, fho-chraoibhe, , , , , , , , fo-chraobhan, fho-chraobhan, , , , , , , fo-chraobhaibh, fho-chraobhaibh, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"43","an-torrach, , an-torraiche, , , , an-torrach, , an-torraich, , an-torraiche, , an-torraich, , , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"44","teachdaireachd an-torrach, ",", ",", ",,NULL
"45","pacaigeam, pacaig, pacaigeadh, pacaigeamaid, pacaigibh, pacaigeadh, pacaigeadh, phacaigeadh, , , , , , , , , , , , , , , pacaigidh, phacaigeas, pacaig, phacaig, phacaig, do phacaig, pacaigte, phacaigte, phacaiginn, phacaigeadh, phacaigeamaid, pacaiginn, phacaiginn, pacaigeadh, phacaigeadh, pacaigeamaid, phacaigeamaid, pacaigear, pacaigtear, pacaigear, phacaigear, pacaigear, phacaigear, phacaigeadh, do phacaigeadh, phacaigte, phacaigiste, phacaigist, pacaigte, pacaigiste, pacaigist, phacaigte, phacaigiste, phacaigist, , ","pacaig!eam, , pacaig!eadh, pacaig!eamaid, pacaig!ibh, , , phacaig!eadh, , , , , , , , , , , , , , , pacaig!idh, phacaig!eas, , , , , pacaig!te, phacaig!te, phacaig!inn, , phacaig!eamaid, pacaig!inn, phacaig!inn, , , , , pacaig!ear, pacaig!tear, , phacaig!ear, , , , , , phacaig!iste, phacaig!ist, , pacaig!iste, pacaig!ist, , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"46","neo-phacam, neo-phac, neo-phacadh, neo-phacamaid, neo-phacaibh, neo-phacadh, neo-phacadh, , , , , , , , , , , , , , , , neo-phacaidh, neo-phacas, neo-phac, neo-phac, neo-phac, do neo-phac, neo-phacta, neo-phacta, neo-phacainn, neo-phacadh, neo-phacamaid, neo-phacainn, neo-phacainn, neo-phacadh, neo-phacadh, neo-phacamaid, neo-phacamaid, neo-phacar, neo-phactar, neo-phacar, neo-phacar, neo-phacar, neo-phacar, neo-phacadh, do neo-phacadh, neo-phacte, neo-phacaiste, neo-phacaist, neo-phacte, neo-phacaiste, neo-phacaist, neo-phacte, neo-phacaiste, neo-phacaist, , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"47","craobh nòdan, ",", ",", ",,NULL
"48","so-àirmhichte, sho-àirmhichte, so-àirmhichte, sho-àirmhichte, , , so-àirmhichte, sho-àirmhichte, so-àirmhichte, sho-àirmhichte, so-àirmhichte, sho-àirmhichte, so-àirmhichte, sho-àirmhichte, , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"49","casg, casga, chasg, chasga, caisg, chaisg, caisge, chaisge, , , , , , , , casgan, chasgan, casgaichean, chasgaichean, casgachan, chasgachan, , , casgaibh, chasgaibh, casgan, chasgan, , , , , , , , , ",", , , , , , , , , , , , , , , casg!aichean, chasg!aichean, casg!achan, chasg!achan, , , casg!aibh, chasg!aibh, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"50","dobaigeam, dobaig, dobaigeadh, dobaigeamaid, dobaigibh, dobaigeadh, dobaigeadh, dhobaigeadh, , , , , , , , , , , , , , , dobaigidh, dhobaigeas, dobaig, dhobaig, dhobaig, do dhobaig, dobaigte, dhobaigte, dhobaiginn, dhobaigeadh, dhobaigeamaid, dobaiginn, dhobaiginn, dobaigeadh, dhobaigeadh, dobaigeamaid, dhobaigeamaid, dobaigear, dobaigtear, dobaigear, dhobaigear, dobaigear, dhobaigear, dhobaigeadh, do dhobaigeadh, dhobaigte, dhobaigiste, dhobaigist, dobaigte, dobaigiste, dobaigist, dhobaigte, dhobaigiste, dhobaigist, , ","dobaig!eam, , , , dobaig!ibh, , dobaig!eadh, dhobaig!eadh, , , , , , , , , , , , , , , dobaig!idh, dhobaig!eas, , , , , dobaig!te, dhobaig!te, dhobaig!inn, , dhobaig!eamaid, dobaig!inn, , , , dobaig!eamaid, , dobaig!ear, dobaig!tear, , dhobaig!ear, , , , , , dhobaig!iste, dhobaig!ist, , dobaig!iste, dobaig!ist, , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"51","amhlaicheam, amhlaich, amhlaicheadh, amhlaicheamaid, amhlaichibh, amhlaicheadh, amhladh, , , , , , , , , , , , , , , , amhlaichidh, dh'amhlaicheas, amhlaich, amhlaich, dh'amhlaich, do dh'amhlaich, amhlaichte, amhlaichte, dh'amhlaichinn, dh'amhlaicheadh, dh'amhlaicheamaid, amhlaichinn, amhlaichinn, amhlaicheadh, amhlaicheadh, amhlaicheamaid, amhlaicheamaid, amhlaichear, amhlaichtear, amhlaichear, dh'amhlaichear, amhlaichear, amhlaichear, dh'amhlaicheadh, do dh'amhlaicheadh, dh'amhlaichte, dh'amhlaichiste, dh'amhlaichist, amhlaichte, amhlaichiste, amhlaichist, amhlaichte, amhlaichiste, amhlaichist, , ",", , amhlaich!eadh, amhlaich!eamaid, amhlaich!ibh, , , , , , , , , , , , , , , , , , , , , , , , amhlaich!te, , dh'amhlaich!inn, dh'amhlaich!eadh, dh'amhlaich!eamaid, amhlaich!inn, , , , , , amhlaich!ear, amhlaich!tear, , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"52","stàlaicheam, stàlaich, stàlaicheadh, stàlaicheamaid, stàlaichibh, stàlaicheadh, stàladh, , , , , , , , , , , , , , , , stàlaichidh, stàlaicheas, stàlaich, stàlaich, stàlaich, do stàlaich, stàlaichte, stàlaichte, stàlaichinn, stàlaicheadh, stàlaicheamaid, stàlaichinn, stàlaichinn, stàlaicheadh, stàlaicheadh, stàlaicheamaid, stàlaicheamaid, stàlaichear, stàlaichtear, stàlaichear, stàlaichear, stàlaichear, stàlaichear, stàlaicheadh, do stàlaicheadh, stàlaichte, stàlaichiste, stàlaichist, stàlaichte, stàlaichiste, stàlaichist, stàlaichte, stàlaichiste, stàlaichist, , ","stàlaich!eam, , , , stàlaich!ibh, , , , , , , , , , , , , , , , , , stàlaich!idh, stàlaich!eas, , , , , stàlaich!te, , stàlaich!inn, stàlaich!eadh, stàlaich!eamaid, , , , , , , stàlaich!ear, stàlaich!tear, , , , , , , , stàlaich!iste, stàlaich!ist, , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"53","caimhil abhainn, ",", ",", ",,NULL
"54","caimhlicheam, caibhlicheam, caimhlich, caibhlich, caimhlicheadh, caibhlicheadh, caimhlicheamaid, caibhlicheamaid, caimhlichibh, caibhlichibh, caimhlicheadh, caimhleachadh, caibhleachadh, chaimhleachadh, chaibhleachadh, , , , , , , , , , , , , , , caimhlichidh, caibhlichidh, chaimhlicheas, chaibhlicheas, caimhlich, chaimhlich, chaibhlich, chaimhlich, do chaimhlich, caimhlichte, caibhlichte, chaimhlichte, chaibhlichte, chaimhlichinn, chaibhlichinn, chaimhlicheadh, chaibhlicheadh, chaimhlicheamaid, chaibhlicheamaid, caimhlichinn, caibhlichinn, chaimhlichinn, caimhlicheadh, chaimhlicheadh, caimhlicheamaid, chaimhlicheamaid, caimhlichear, caibhlichear, caimhlichtear, caimhlichear, chaimhlichear, chaibhlichear, caimhlichear, chaimhlichear, chaimhlicheadh, do chaimhlicheadh, chaimhlichte, chaimhlichiste, chaimhlichist, caimhlichte, caimhlichiste, caimhlichist, chaimhlichte, chaimhlichiste, chaimhlichist, , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"55","caimhleam, caibhleam, caimhil, caibhil, caimhleadh, caimhleamaid, caibhleamaid, caimhlibh, caibhlibh, caimhleadh, caimhleadh, caibhleadh, chaimhleadh, chaibhleadh, , , , , , , , , , , , , , , caimhlidh, caibhlidh, chaimhleas, chaibhleas, caimhil, chaimhil, chaibhil, chaimhil, do chaimhil, caimhilte, caibhilte, chaimhilte, chaibhilte, chaimhlinn, chaibhlinn, chaimhleadh, chaimhleamaid, chaibhleamaid, caimhlinn, caibhlinn, chaimhlinn, caimhleadh, chaimhleadh, caimhleamaid, chaimhleamaid, caimhlear, caibhlear, caimhiltear, caimhlear, chaimhlear, caimhlear, chaimhlear, chaimhleadh, do chaimhleadh, chaimhilte, chaimhliste, chaimhlist, caimhilte, caimhliste, caimhlist, chaimhilte, chaimhliste, chaimhlist, , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"56","ceò a' chladaich, ",", ",", ",,NULL
"57","roimhear ainmearach, ",", ",", ",,NULL
"58","tioramaichear, thioramaichear, tioramaicheir, thioramaicheir, , , , , , , , tioramaichearan, thioramaichearan, , , , , , , tioramaichearaibh, thioramaichearaibh, tioramaichearan, thioramaichearan, , , , , , , , , , ","tiormaich!ear, thiormaich!ear, tiormaich!eir, thiormaich!eir, , , , , , , , tioramaich!ear!an, thioramaich!ear!an, , , , , , , tioramaichear!aibh, thioramaichear!aibh, , , , , , , , , , , , ","tiormaichear, thiormaichear, tiormaicheir, thiormaicheir, , , , , , , , tiormaichearan, thiormaichearan, , , , , , , tiormaichearaibh, thiormaichearaibh, , , , , , , , , , , , ","fir.","noun"
"59","An Cuilean Curta, ",", ",", ",,NULL
"60","tòna, thòna, tòna, thòna, tòna, thòna, , , , , , , , tònachan, tònachan, tònaichean, thònaichean, , , , , tònaibh, thònaibh, tònachan, thònachan, , , , , , , , , ",", , , , , , , , , , , , , tòn!achan, thòn!achan, tòn!aichean, thòn!aichean, , , , , tòn!aibh, thòn!aibh, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"61","lag-inntinneach, , lag-inntinniche, , , , lag-inntinneach, , lag-inntinnich, , lag-inntinniche, , lag-inntinnich, , , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"62","co-chòrdach, cho-chòrdach, co-chòrdaiche, cho-chòrdaiche, , , co-chòrdach, cho-chòrdach, co-chòrdaich, cho-chòrdaich, co-chòrdaiche, cho-chòrdaiche, co-chòrdaich, cho-chòrdaich, , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"63","tar-àithneam, tar-àithn, tar-àithneadh, tar-àithneamaid, tar-àithnibh, tar-àithneadh, tar-àithneadh, thar-àithneadh, tar-àithne, thar-àithne, , , , , , , , , , , , , tar-àithnidh, thar-àithneas, tar-àithn, thar-àithn, thar-àithn, do thar-àithn, tar-àithnte, thar-àithnte, thar-àithninn, thar-àithneadh, thar-àithneamaid, tar-àithninn, thar-àithninn, tar-àithneadh, thar-àithneadh, tar-àithneamaid, thar-àithneamaid, tar-àithnear, tar-àithntear, tar-àithnear, thar-àithnear, tar-àithnear, thar-àithnear, thar-àithneadh, do thar-àithneadh, thar-àithnte, thar-àithniste, thar-àithnist, tar-àithnte, tar-àithniste, tar-àithnist, thar-àithnte, thar-àithniste, thar-àithnist, , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"64","Gàidhlig Meadhan na Mara, ",", ",", ",,NULL
"65","eilean-tràghaidh, , eilein-thràghaidh, , , , , , , , , eileanan-tràghaidh, , , , , , , , , , eileanan-tràghaidh, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"66","Comann Iasgairean nan Eilean Siar, ",", ",", ",,NULL
"67","Poileasaidh Coitcheann an Iasgaich, ",", ",", ",,NULL
"68","sashimi, shashimi, sashimi, shashimi, sashimi, shashimi, , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"69","puinnsean, phuinnsean, puinnsein, phuinnsein, , , , , , , , puinnseanan, phuinnseanan, , , , , , , puinnseanaibh, phuinnseanaibh, puinnseanan, phuinnseanan, , , , , , , , , , ","puinsean, , , , , , , , , , , puinnsean!an, phuinnsean!an, , , , , , , puinnsean!aibh, phuinnsean!aibh, , , , , , , , , , , , ","puinsean, puision, phuinsean, phuision, puinsein, puisin, phuinsein, phuisin, , , , , , , , puinseanan, puisionean, phuinseanan, phuisionean, , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"70","Heiseanach, , Heiseanaich, , , , , , , , , Heiseanaich, , , , , , , , Heiseanachaibh, , Heiseanach, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , Heiseanach!aibh, , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
