"ID","GaelicKeywords","WordBreaks","GaelicKeywordsTraditionalSpelling","WordClass","WordClassMerged"
"27157","neo-ealanta, , neo-ealanta, , , , neo-ealanta, , neo-ealanta, , neo-ealanta, , neo-ealanta, , , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"27158","mòrchuiseach, mòr-chùiseach, mhòrchuiseach, mhòr-chùiseach, mòrchuisiche, mòr-chùisiche, mhòrchuisiche, mhòr-chùisiche, , , mòrchuiseach, mòr-chùiseach, mhòrchuiseach, mhòr-chùiseach, mòrchuisich, mòr-chùisich, mhòrchuisich, mhòr-chùisich, mòrchuisiche, mòr-chùisiche, mhòrchuisiche, mhòr-chùisiche, mòrchuisich, mòr-chùisich, mhòrchuisich, mhòr-chùisich, , ",", , , , , , , , , , , , , , , ","mórchuiseach, mór-chùiseach, mhórchuiseach, mhór-chùiseach, mórchuisiche, mór-chùisiche, mhórchuisiche, mhór-chùisiche, , , mórchuiseach, mór-chùiseach, mhórchuiseach, mhór-chùiseach, mórchuisich, mór-chùisich, mhórchuisich, mhór-chùisich, mórchuisiche, mór-chùisiche, mhórchuisiche, mhór-chùisiche, mórchuisich, mór-chùisich, mhórchuisich, mhór-chùisich, , ","bua.","adjective"
"27159","pop-ealain, phop-ealain, pop-ealain, phop-ealain, pop-ealaine, phop-ealaine, , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"27160","pop-ealantair, phop-ealantair, pop-ealantair, phop-ealantair, , , , , , , , pop-ealantairean, phop-ealantairean, , , , , , , pop-ealantairibh, phop-ealantairibh, pop-ealantairean, phop-ealantairean, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27161","crom-lus, chrom-lus, crom-luis, crom-lusa, chrom-luis, chrom-lusa, , , , , , , , crom-lusan, chrom-lusan, , , , , , , crom-lusaibh, chrom-lusaibh, crom-lus, chrom-lus, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27162","àireamh-shluaigh, , àireimh-shluaigh, , àireimh-sluaigh, , , , , , , , , , , , , , , , , àireamh-shluaighibh, , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"27163","dùmhlachd-sluaigh, dhùmhlachd-sluaigh, dùmhlachd-sluaigh, dhùmhlachd-sluaigh, dùmhlachd-sluaigh, dhùmhlachd-sluaigh, , , , , , , , dùmhlachdan-sluaigh, dhùmhlachdan-sluaigh, , , , , , , , , dùmhlachdan-sluaigh, dhùmhlachdan-sluaigh, , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"27164","sgaoileadh-sluaigh, , sgaoilidh-shluaigh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27165","meudachadh obann san àireamh-shluaigh, ",", ",", ",,NULL
"27166","pioramaid sluaigh, ",", ",", ",,NULL
"27167","sgàth-thaigh, , sgàth-thaighe, , , , , , , , , sgàth-thaighean, , , , , , , , sgàth-thaighibh, , sgàth-thaighean, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27168","pòr, phòr, pòir, pùir, phòir, phùir, , , , , , , , pòran, phòran, , , , , , , pòraibh, phòraibh, pòran, phòran, , , , , , , , , , ",", , , , , , , , , , , pòr!an, phòr!an, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27169","muicfheoil, muic-fheòil, muc-fheòil, mhuicfheoil, mhuic-fheòil, mhuc-fheòil, muicfheoil, muic-fheòil, muc-fheòil, mhuicfheoil, mhuic-fheòil, mhuc-fheòil, muicfheola, muic-fheòla, muc-fheòla, mhuicfheoile, mhuic-fheòla, mhuc-fheòla, , , , , , , , , , , , , , , , , , , , , , , , , , , , ","muic!fheoil, mhuic!fheoil, , , muic!fheola, mhuic!fheoile, , , , , , , , , , , , , , , , , , , , , , , , , , , , ","muiceil, mhuiceil, muiceil, mhuiceil, muiceile, mhuiceile, , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"27170","pòrasach, phòrasach, pòrasaiche, phòrasaiche, , , pòrasach, phòrasach, pòrasaich, phòrasaich, pòrasaiche, phòrasaiche, pòrasaich, phòrasaich, , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"27171","peileag, pheileag, peileig, pheileig, peileige, pheileige, , , , , , , , peileagan, pheileagan, peileigean, pheileigean, , , , , peileagaibh, pheileagaibh, peileagan, pheileagan, peileigean, pheileigean, , , , , , , ",", , , , , , , , , , , , , peileag!an, pheileag!an, peileig!ean, pheileig!ean, , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"27172","baile-puirt, bhaile-puirt, bhaile-phuirt, baile-puirt, bhaile-puirt, , , , , , , , bailtean-puirt, bhailtean-puirt, , , , , , , , , bailtean-puirt, bhailtean-puirt, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27173","so-ghiùlan, sho-ghiùlan, so-ghiùlaine, sho-ghiùlaine, , , so-ghiùlan, sho-ghiùlan, so-ghiùlain, sho-ghiùlain, so-ghiùlaine, sho-ghiùlaine, so-ghiùlain, sho-ghiùlain, , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"27174","cuid, chuid, cuid, chuid, codach, coideach, chodach, choideach, , , , , , , , codaichean, chodaichean, , , , , , , cuidibh, chuidibh, codaichean, chodaichean, , , , , , , , , ",", , , , cod!ach, coid!each, chod!ach, choid!each, , , , , , , , cod!aichean, chod!aichean, , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"27175","deas-chruth, dheas-chruth, deas-chrutha, dheas-chrutha, , , , , , , , deas-chruthan, dheas-chruthan, , , , , , , deas-chruthaibh, dheas-chruthaibh, deas-chruthan, dheas-chruthan, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27176","uanan, , uanain, , , , , , , , , uananan, uanain, , , , , , , , uananaibh, , uananan, uanan, , , , , , , , , , , ","uan!an, , uan!ain, , , , , , , , , uan!an!an, , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27177","posataibh, phosataibh, posataibhe, phosataibhe, , , posataibh, phosataibh, posataibh, phosataibh, posataibhe, phosataibhe, posataibh, phosataibh, , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"27178","eàrr-sgrìobhadh, , eàrr-sgrìobhaidh, , , , , , , , , eàrr-sgrìobhaidhean, , , , , , , , , , eàrr-sgrìobhaidhean, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27179","dearbh-chlò, dhearbh-chlò, dearbh-chlòtha, dhearbh-chlòtha, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27180","ceàrn soirbheach, ceàrn shoirbheach, ",", ",", ",,NULL
"27181","soidhnichte, shoidhnichte, soidhnichte, shoidhnichte, , , soidhnichte, shoidhnichte, soidhnichte, shoidhnichte, soidhnichte, shoidhnichte, soidhnichte, shoidhnichte, , ","soidhn!ich!te, shoidhn!ich!te, , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"27182","seilbheach, sheilbheach, seilbhiche, sheilbhiche, , , seilbheach, sheilbheach, seilbhich, sheilbhich, seilbhiche, sheilbhiche, seilbhich, sheilbhich, , ","seilbh!each, sheilbh!each, seilbh!iche, sheilbh!iche, , , , , seilbh!ich, sheilbh!ich, , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"27183","sealbhaiche, shealbhaiche, sealbhaiche, shealbhaiche, , , , , , , , sealbhaichean, shealbhaichean, , , , , , , sealbhaichibh, shealbhaichibh, sealbhaichean, shealbhaichean, , , , , , , , , , ","sealbh!aiche, shealbh!aiche, , , , , , , , , , sealbh!aich!ean, shealbh!aich!ean, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27184","mulcaire, mhulcaire, mulcaire, mhulcaire, , , , , , , , mulcairean, mhulcairean, , , , , , , mulcairibh, mhulcairibh, mulcairean, mhulcairean, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27185","frogaire, fhrogaire, frogaire, fhrogaire, , , , , , , , frogairean, fhrogairean, , , , , , , frogairibh, fhrogairibh, frogairean, fhrogairean, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27186","cosgais puist, ",", ",", ",,NULL
"27187","cairt-phuist, chairt-phuist, cairt-phuist, chairt-phuist, cairte-puist, chairte-puist, , , , , , , , cairtean-puist, chairtean-puist, , , , , , , , , cairtean-puist, chairtean-puist, , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"27188","tobar solais, ",", ",", ",,NULL
"27189","glas is iuchair, ",", ",", ",,NULL
"27190","mùirneach, mhùirneach, mùirniche, mhùirniche, , , mùirneach, mhùirneach, mùirnich, mhùirnich, mùirniche, mhùirniche, mùirnich, mhùirnich, , ","mùirn!each, mhùirn!each, mùirn!iche, mhùirn!iche, , , , , mùirn!ich, mhùirn!ich, , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"27191","toll creige, ",", ",", ",,NULL
"27192","potais, photais, potais, photais, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27193","cnàmh-bhuntàta, chnàmh-bhuntàta, cnàimh-bhuntàta, chnàimh-bhuntàta, , , , , , , , , , , , , , , , , , , , , , , , , , , , cnàmh a' bhuntàta, ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27194","plocan, phlocan, plocain, phlocain, , , , , , , , plocanan, phlocanan, , , , , , , plocanaibh, phlocanaibh, plocanan, phlocanan, , , , , , , , , , ","ploc!an, phloc!an, ploc!ain, phloc!ain, , , , , , , , ploc!an!an, phloc!an!an, , , , , , , ploc!an!aibh, phloc!an!aibh, , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27195","iarrtas as coltaiche, ",", ",", ",,NULL
"27196","lùth taisgte, ",", ",", ",,NULL
"27197","criadhadair, crèadhadair, chriadhadair, chrèadhadair, criadhadair, crèadhadair, chriadhadair, chrèadhadair, , , , , , , , criadhadairean, crèadhadairean, chriadhadairean, chrèadhadairean, , , , , , , criadhadairibh, crèadhadairibh, chriadhadairibh, chrèadhadairibh, criadhadairean, crèadhadairean, chriadhadairean, chrèadhadairean, , , , , , , , , , ","criadh!adair, crèadh!adair, chriadh!adair, chrèadh!adair, , , , , , , , , , criadh!adair!ean, crèadh!adair!ean, chriadh!adair!ean, chrèadh!adair!ean, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27198","cuairteag criadhadair, ",", ",", ",,NULL
"27199","pronnadh, phronnadh, pronnaidh, phronnaidh, , , , , , , , pronnaidhean, phronnaidhean, , , , , , , , , pronnaidhean, phronnaidhean, , , , , , , , , , ",", , , , , , , , , , , pronnaidh!ean, phronnaidh!ean, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27200","seas ri taic bùird, ",", ",", ",,NULL
"27201","cumhachdach, chumhachdach, cumhachdaiche, chumhachdaiche, , , cumhachdach, chumhachdach, cumhachdaich, chumhachdaich, cumhachdaiche, chumhachdaiche, cumhachdaich, chumhachdaich, , ","cumhachd!ach, chumhachd!ach, cumhachd!aiche, chumhachd!aiche, , , , , cumhachd!aich, chumhachd!aich, , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"27202","roghainn a ghabhas dèanamh, ",", ",", ",,NULL
"27203","draosta, dhraosta, draosta, dhraosta, , , draosta, dhraosta, draosta, dhraosta, draosta, dhraosta, draosta, dhraosta, , ","draos!ta, dhraos!ta, , , , , , , , , , , , , , ","draosda, dhraosda, draosda, dhraosda, , , draosda, dhraosda, draosda, dhraosda, draosda, dhraosda, draosda, dhraosda, , ","bua.","adjective"
"27204","seargair, sheargair, seargair, sheargair, , , , , , , , seargairean, sheargairean, , , , , , , seargairibh, sheargairibh, seargairean, sheargairean, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27205","muasgan-caol, mhuasgan-caol, mhuasgan-chaol, muasgain-chaoil, mhuasgain-chaoil, , , , , , , , muasgain-chaola, muasganan-caola, mhuasgain-chaola, mhuasganan-caola, , , , , , , , , muasganan-caola, muasgan-caola, mhuasganan-caola, mhuasgan-caola, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27206","cas-bhearradh, chas-bhearradh, cas-bhearraidh, chas-bhearraidh, , , , , , , , cas-bhearraidhean, chas-bhearraidhean, , , , , , , , , cas-bhearraidhean, chas-bhearraidhean, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27207","bha e a' sileadh nam biodagan, bha e a' sileadh nam biodag, ",", ",", ",,NULL
"27208","geàrr-chunntas, gheàrr-chunntas, geàrr-chunntais, gheàrr-chunntais, , , , , , , , geàrr-chunntasan, gheàrr-chunntasan, , , , , , , geàrr-chunntasaibh, gheàrr-chunntasaibh, geàrr-chunntasan, gheàrr-chunntasan, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27209","plosgadh cridhe stadach, ",", ",", ",,NULL
"27210","luathaireach, luath-aireach, luaithreach, , luathairiche, luath-airiche, luaithriche, , , , luathaireach, luath-aireach, luaithreach, , luathairich, luath-airich, luaithrich, , luathairiche, luath-airiche, luaithriche, , luathairich, luath-airich, luaithrich, , , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"27211","an seòrsa oifis bu chòir a bhith ann, ",", ",", ",,NULL
"27212","càs, chàs, càis, chàis, , , , , , , , càsan, chàsan, , , , , , , càsaibh, chàsaibh, càsan, chàsan, , , , , , , , , , ",", , , , , , , , , , , càs!an, chàs!an, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27213","aisneis, ainis, aisnis, , aisneis, ainis, aisnis, , aisneise, aisnise, , , , , , , , , aisneisean, aisnisean, , , , , , , , aisneisibh, aisnisibh, , aisneisean, aisnisean, , , , , , , , , , ",", , , , , , , , , , , , , aisneis!ean, aisnis!ean, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"27214","feumanach, fheumanach, feumanaich, fheumanaich, , , , , , , , feumanaich, fheumanaich, , , , , , , feumanachaibh, fheumanachaibh, feumanach, fheumanach, , , , , , , , , , ","feum!an!ach, fheum!an!ach, feum!an!aich, fheum!an!aich, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27215","ro-innseach, , ro-innsiche, , , , ro-innseach, , ro-innsich, , ro-innsiche, , ro-innsich, , , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"27216","draoidheil, dhraoidheil, draoidheile, dhraoidheile, , , draoidheil, dhraoidheil, draoidheil, dhraoidheil, draoidheile, dhraoidheile, draoidheil, dhraoidheil, , ","draoidh!eil, dhraoidh!eil, draoidh!eile, dhraoidh!eile, , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"27217","ro-leasachan, , ro-leasachain, , , , , , , , , ro-leasachain, , , , , , , , ro-leasachanaibh, , ro-leasachan, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27218","ro-leasachan do-sgaraichte, ",", ",", ",,NULL
"27219","an do leig thu às, ",", ","an do leig thu ás, ",,NULL
"27220","claon-bhàidh, chlaon-bhàidh, claon-bhàidh, chlaon-bhàidh, claon-bhàidhe, chlaon-bhàidhe, , , , , , , , claon-bhàidhean, chlaon-bhàidhean, , , , , , , claon-bhàidhibh, chlaon-bhàidhibh, claon-bhàidhean, chlaon-bhàidhean, , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","claon-bhàigh, chlaon-bhàigh, claon-bhàigh, chlaon-bhàigh, claon-bhàighe, chlaon-bhàighe, , , , , , , , claon-bhàighean, chlaon-bhàighean, , , , , , , claon-bhàighibh, chlaon-bhàighibh, claon-bhàighean, chlaon-bhàighean, , , , , , , , , ","boir.","noun"
"27221","tàilleabh, thàilleabh, tàilleibh, tàillibh, thàilleibh, thàillibh, , , , , , , , tàilleabhan, thàilleabhan, , , , , , , tàilleabhaibh, thàilleabhaibh, tàilleabhan, thàilleabhan, , , , , , , , , , ",", , , , , , , , , , , tàilleabh!an, thàilleabh!an, , , , , , , , , , , , , , , , , , , , ","tàilleamh, thàilleamh, tàilleimh, thàilleimh, , , , , , , , tàilleamhan, thàilleamhan, , , , , , , tàilleamhaibh, thàilleamhaibh, tàilleamhan, thàilleamhan, , , , , , , , , , ","fir.","noun"
"27222","fiacaill ro-chùil, ",", ",", ",,NULL
"27223","deisealachadh, dheisealachadh, deisealachaidh, dheisealachaidh, , , , , , , , deisealachaidhean, dheisealachaidhean, , , , , , , , , deisealachaidhean, dheisealachaidhean, , , , , , , , , , ","deis!eal!ach!adh, dheis!eal!ach!adh, deis!eal!ach!aidh, dheis!eal!ach!aidh, , , , , , , , deis!eal!ach!aidh!ean, dheis!eal!ach!aidh!ean, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27224","deisealaicheam, deisealaich, deisealaicheadh, deisealaicheamaid, deisealaichibh, deisealaicheadh, deisealachadh, dheisealachadh, , , , , , , , , , , , , , , deisealaichidh, dheisealaicheas, deisealaich, dheisealaich, dheisealaich, do dheisealaich, deisealaichte, dheisealaichte, dheisealaichinn, dheisealaicheadh, dheisealaicheamaid, deisealaichinn, dheisealaichinn, deisealaicheadh, dheisealaicheadh, deisealaicheamaid, dheisealaicheamaid, deisealaichear, deisealaichtear, deisealaichear, dheisealaichear, deisealaichear, dheisealaichear, dheisealaicheadh, do dheisealaicheadh, dheisealaichte, dheisealaichiste, dheisealaichist, deisealaichte, deisealaichiste, deisealaichist, dheisealaichte, dheisealaichiste, dheisealaichist, , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"27225","roimhear, , roimheir, , , , , , , , , roimhearan, , , , , , , , roimhearaibh, , roimhearan, , , , , , , , , , , ","roimh!ear, , roimh!eir, , , , , , , , , roimh!ear!an, , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27226","roimhear fillte, ",", ",", ",,NULL
"27227","roimhear sìmplidh, ",", ",", ",,NULL
"27228","ro-riochdair, , ro-riochdair, , , , , , , , , ro-riochdairean, , , , , , , , ro-riochdairibh, , ro-riochdairean, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27229","òrdaichte, , òrdaichte, , , , òrdaichte, , òrdaichte, , òrdaichte, , òrdaichte, , , ","òrd!aich!te, , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"27230","neo-làthaireach, , neo-làthairiche, , , , neo-làthaireach, , neo-làthairich, , neo-làthairiche, , neo-làthairich, , , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"27231","grèidheadh, ghrèidheadh, grèidhidh, ghréidhidh, , , , , , , , grèidhidhean, ghrèidhidhean, , , , , , , , , grèidhidhean, ghrèidhidhean, , , , , , , , , , ","grèidh!eadh, ghrèidh!eadh, grèidh!idh, ghrèidh!idh, , , , , , , , grèidh!idh!ean, ghrèidh!idh!ean, , , , , , , , , , , , , , , , , , , , ","gréidheadh, ghréidheadh, gréidhidh, ghréidhidh, , , , , , , , gréidhidhean, ghréidhidhean, , , , , , , , , gréidhidhean, ghréidhidhean, , , , , , , , , , ","fir.","noun"
"27232","ceann-suidhe, cheann-suidhe, cinn-suidhe, cinn-shuidhe, chinn-suidhe, chinn-shuidhe, , , , , , , , cinn-suidhe, cinn-shuidhe, chinn-suidhe, chinn-shuidhe, , , , , , , , , ceann-suidhe, cheann-suidhe, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27233","putam, put, putadh, putamaid, putaibh, putadh, putadh, phutadh, , , , , , , , , , , , , , , putaidh, phutas, put, phut, phut, do phut, , , phutainn, phutadh, phutamaid, putainn, phutainn, putadh, phutadh, putamaid, phutamaid, putar, , putar, phutar, putar, phutar, phutadh, do phutadh, phute, phutaiste, phutaist, pute, putaiste, putaist, phute, phutaiste, phutaist, , ","put!am, , put!adh, put!amaid, put!aibh, , , phut!adh, , , , , , , , , , , , , , , put!aidh, phut!as, , , , , , , phut!ainn, phut!adh, phut!amaid, put!ainn, , , , , , put!ar, , , phut!ar, , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"27234","sàthadh-suas, shàthadh-suas, sàthaidh-suas, shàthaidh-suas, , , , , , , , sàthaidhean-suas, shàthaidhean-suas, , , , , , , , , sàthaidhean-suas, shàthaidhean-suas, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27235","tomhas-brùthaidh, tomhas-bruthaidh, thomhas-brùthaidh, tomhas-bhrùthaidh, thomhas-bruthaidh, tomhas-bhruthaidh, tomhais-bhrùthaidh, tomhais-bhruthaidh, thomhais-bhrùthaidh, thomhais-bhruthaidh, , , , , , , , tomhasan-brùthaidh, tomhasan-bruthaidh, thomhasan-brùthaidh, thomhasan-bruthaidh, , , , , , , , , tomhasan-brùthaidh, tomhasan-bruthaidh, thomhasan-brùthaidh, thomhasan-bruthaidh, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27236","brùthadh athair, ",", ","brùthadh adhair, ",,NULL
"27237","leig ort, ",", ",", ",,NULL
"27238","gnàth-ghaoth, ghnàth-ghaoth, gnàth-ghaoith, ghnàth-ghaoith, gnàth-ghaoithe, ghnàth-ghaoithe, , , , , , , , gnàth-ghaothan, ghnàth-ghaothan, , , , , , , gnàth-ghaothaibh, ghnàth-ghaothaibh, gnàth-ghaothan, ghnàth-ghaothan, , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"27239","liosta phrìsean, ",", ",", ",,NULL
"27240","prìomh, phrìomh, ",", ",", ","bua.","adjective"
"27241",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","prìomh-dhath, phrìomh-dhath, prìomh-dhatha, phrìomh-dhatha, , , , , , , , prìomh-dhathan, phrìomh-dhathan, , , , , , , prìomh-dhathaibh, phrìomh-dhathaibh, prìomh-dhathan, phrìomh-dhathan, , , , , , , , , , ","fir.","noun"
"27242","bun-itheadair, bhun-itheadair, bun-itheadair, bhun-itheadair, , , , , , , , bun-itheadairean, bhun-itheadairean, , , , , , , bun-itheadairibh, bhun-itheadairibh, bun-itheadairean, bhun-itheadairean, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27243","bun-ghnìomhachas, bhun-ghnìomhachas, bun-ghnìomhachais, bhun-ghnìomhachais, , , , , , , , bun-ghnìomhachasan, bhun-ghnìomhachasan, , , , , , , bun-ghnìomhachasaibh, bhun-ghnìomhachasaibh, bun-ghnìomhachasan, bhun-ghnìomhachasan, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"27244","bun-stòr, bhun-stòr, bun-stòir, bhun-stòir, , , , , , , , bun-stòir, bun-stòran, bhun-stòir, bhun-stòran, , , , , , , bun-stòraibh, bhun-stòraibh, bun-stòr, bun-stòran, bhun-stòr, bhun-stòran, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
